document_title,document_url,study_cycle,study_region,study_phase,document_type,report_date,report_date_source,discovery_method,discovered_at,object_id,filename,extension,process_stage,publish_date_meta,download_eligible,local_path,download_status,source_file,zip_member,issue,pages,project_id,project_key,study_group,decision_point,capacity_mw,eris_mw,nris_mw,poi,transmission_owner,network_upgrade_cost,interconnection_facility_cost,affected_system_cost,capacity_reduction_mw,withdrawal_mentioned,restudy_flag,source_url,source_page,extraction_method,extraction_confidence,project_cost,shared_group_cost,total_group_cost,cost_allocation_known
GI DPP 2025 ALL SIS Ph1 FINAL v1.0 PUBLIC 20260324 :: GI DPP 2025 Cycle 1 SIS Phase 1 Final Report.pdf,https://cdn.misoenergy.org/GI-DPP-2025-ALL_SIS_Ph1_FINAL_v1.0_PUBLIC_20260324748615.zip,2025 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2026-03-24,regex:%Y%m%d,optics_api_processstage,2026-09-05T05:53:28Z,748615.0,GI-DPP-2025-ALL_SIS_Ph1_FINAL_v1.0_PUBLIC_20260324.zip,zip,Definitive Planning Phase (DPP),2026-04-01T21:18:55.413181Z,True,/home/kenneth-enow/X-intern_misochallenge/Team-8-XternChallenge-/data/bronze/enrichment/miso_dpp_studies/files/748615_GI-DPP-2025-ALL_SIS_Ph1_FINAL_v1.0_PUBLIC_20260324.zip__GI_DPP_2025_Cycle_1_SIS_Phase_1_Final_Report.pdf.pdf,ok_from_zip,748615_GI-DPP-2025-ALL_SIS_Ph1_FINAL_v1.0_PUBLIC_20260324.zip__GI_DPP_2025_Cycle_1_SIS_Phase_1_Final_Report.pdf.pdf,GI DPP 2025 Cycle 1 SIS Phase 1 Final Report.pdf,no_whitelist_projects_extracted,7.0,,,,,,,,,,,,,,,,,,,,,,,
GI DPP 2023 ALL Ph1 SIS Report v1.0 FINAL PUBLIC 20251203 :: GI DPP 2023 Cycle 1 SIS Phase 1 Final Report.pdf,https://cdn.misoenergy.org/GI-DPP-2023-ALL_Ph1_SIS-Report_v1.0_FINAL_PUBLIC_20251203730460.zip,2023 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-12-03,regex:%Y%m%d,optics_api_processstage,2026-09-05T05:53:28Z,730460.0,GI-DPP-2023-ALL_Ph1_SIS-Report_v1.0_FINAL_PUBLIC_20251203.zip,zip,Definitive Planning Phase (DPP),2025-12-04T16:51:48.646673Z,True,/home/kenneth-enow/X-intern_misochallenge/Team-8-XternChallenge-/data/bronze/enrichment/miso_dpp_studies/files/730460_GI-DPP-2023-ALL_Ph1_SIS-Report_v1.0_FINAL_PUBLIC_20251203.zip__GI_DPP_2023_Cycle_1_SIS_Phase_1_Final_Report.pdf.pdf,ok_from_zip,730460_GI-DPP-2023-ALL_Ph1_SIS-Report_v1.0_FINAL_PUBLIC_20251203.zip__GI_DPP_2023_Cycle_1_SIS_Phase_1_Final_Report.pdf.pdf,GI DPP 2023 Cycle 1 SIS Phase 1 Final Report.pdf,no_whitelist_projects_extracted,7.0,,,,,,,,,,,,,,,,,,,,,,,
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1410,P::J1410,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,9.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1411,P::J1411,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,9.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1629,P::J1629,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,9.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J2074,P::J2074,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,9.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J2218,P::J2218,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,29.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J850,P::J850,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J878,P::J878,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1316,P::J1316,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1778,P::J1778,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1483,P::J1483,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1781,P::J1781,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J855,P::J855,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1374,P::J1374,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J870,P::J870,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J871,P::J871,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1773,P::J1773,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1000,P::J1000,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1746,P::J1746,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1732,P::J1732,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1814,P::J1814,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,32.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1573,P::J1573,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1513,P::J1513,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1002,P::J1002,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J986,P::J986,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1751,P::J1751,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1214,P::J1214,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1326,P::J1326,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1779,P::J1779,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1377,P::J1377,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,33.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J2017,P::J2017,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,36.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J864,P::J864,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J947,P::J947,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1188,P::J1188,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1304,P::J1304,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1305,P::J1305,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1706,P::J1706,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,45.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J2117,P::J2117,East-ATC,,,,,,,,,,,1.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,46.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1567,P::J1567,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,46.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J395,P::B::J395,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,47.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1502,P::J1502,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,49.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J2293,P::J2293,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,51.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1363,P::J1363,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,58.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1352,P::J1352,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,58.0,pdfplumber,0.5,,,,0.0
,,2021 Cycle,East-ATC,Unknown,System Impact Study,2025-11-05,,,,,,,,,,,,726302_Final_System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105.pdf.pdf,,low_extraction_confidence,,J1338,P::J1338,East-ATC,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/Final%20System%20Impact%20Study%20Report-DPP%202021%20Cycle%20Phase%203_PUBLIC_20251105726302.pdf,58.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3083,P::J3083,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,1.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2350,P::J2350,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,1.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2799,P::J2799,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,1.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2600,P::J2600,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,5.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2861,P::J2861,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,5.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2863,P::J2863,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,5.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3198,P::J3198,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,5.0,pdfplumber,0.5,,,,0.0
