document_title,document_url,study_cycle,study_region,study_phase,document_type,report_date,report_date_source,discovery_method,discovered_at,object_id,filename,extension,process_stage,publish_date_meta,download_eligible,local_path,download_status,source_file,zip_member,issue,pages,project_id,project_key,study_group,decision_point,capacity_mw,eris_mw,nris_mw,poi,transmission_owner,network_upgrade_cost,interconnection_facility_cost,affected_system_cost,capacity_reduction_mw,withdrawal_mentioned,restudy_flag,source_url,source_page,extraction_method,extraction_confidence,project_cost,shared_group_cost,total_group_cost,cost_allocation_known
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3042,P::J3042,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3043,P::J3043,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3044,P::J3044,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3045,P::J3045,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3047,P::J3047,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3048,P::J3048,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3049,P::J3049,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3050,P::J3050,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3052,P::J3052,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3053,P::J3053,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3055,P::J3055,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3056,P::J3056,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3057,P::J3057,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3058,P::J3058,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3059,P::J3059,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3060,P::J3060,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3061,P::J3061,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3062,P::J3062,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3063,P::J3063,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3064,P::J3064,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3065,P::J3065,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3066,P::J3066,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3067,P::J3067,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3068,P::J3068,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3069,P::J3069,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3070,P::J3070,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3071,P::J3071,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3074,P::J3074,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3075,P::J3075,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3076,P::J3076,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,17.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3077,P::J3077,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3078,P::J3078,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3079,P::J3079,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3080,P::J3080,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3081,P::J3081,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3082,P::J3082,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3084,P::J3084,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3085,P::J3085,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3088,P::J3088,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3089,P::J3089,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3090,P::J3090,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3092,P::J3092,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3093,P::J3093,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3094,P::J3094,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3095,P::J3095,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3096,P::J3096,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3097,P::J3097,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3098,P::J3098,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3100,P::J3100,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,18.0,pdfplumber,0.5,,,,0.0
