source,field,missing_count,missing_pct,distinct_values,invalid_count,minimum,maximum
berkeley_2020,q_id,406,2.851,12220,0,,
berkeley_2020,q_status,0,0.0,3,0,,
berkeley_2020,q_date_clean,9182,64.476,1081,0,2002-06-24 00:00:00,2020-12-30 00:00:00
berkeley_2020,q_year,9,0.063,50,1,1970-01-01 00:00:00.000001997,2020-01-01 00:00:00
berkeley_2020,entity,0,0.0,42,0,,
berkeley_2020,project_name,9187,64.511,4468,0,,
berkeley_2020,developer,13277,93.231,644,0,,
berkeley_2020,utility,2060,14.465,190,0,,
berkeley_2020,county_1,8736,61.344,1128,0,,
berkeley_2020,county_2,14217,99.831,19,0,,
berkeley_2020,county_3,14238,99.979,3,0,,
berkeley_2020,state,164,1.152,51,0,,
berkeley_2020,region,8602,60.403,9,0,,
berkeley_2020,poi_name,118,0.829,10888,0,,
berkeley_2020,type_clean,29,0.204,23,0,,
berkeley_2020,proposed_on_date,2507,17.604,2426,0,,
berkeley_2020,proposed_on_year,9130,64.111,25,0,1899.0,2033.0
berkeley_2020,ia_status_raw,9254,64.981,174,0,,
berkeley_2020,ia_status_clean,8602,60.403,4,0,,
berkeley_2020,type1,237,1.664,91,0,,
berkeley_2020,type2,13178,92.536,7,0,,
berkeley_2020,type3,14231,99.93,2,0,,
berkeley_2020,mw1,59,0.414,1752,0,-50.0,3576.0
berkeley_2020,mw2,13609,95.562,253,0,0.0,1920.0
berkeley_2020,mw3,14237,99.972,4,0,40.0,375.0
berkeley_2020,_sheet,0,0.0,3,0,,
berkeley_2020,q_date,5648,39.66,3123,649,1900-01-01 00:00:00,2020-12-08 00:00:00
berkeley_2020,county,5796,40.699,1018,0,,
berkeley_2020,wd_date,7629,53.571,2604,0,14421.0,22280.0
berkeley_2020,wd_year,7629,53.571,22,0,1999.0,2020.0
berkeley_2020,wd_reason,12159,85.38,8,0,,
berkeley_2020,days_in_q,6365,44.695,2203,0,-958.0,7005.0
berkeley_2020,ia_status,14180,99.572,3,0,,
berkeley_2020,on_date,12968,91.061,850,0,2000-01-08 00:00:00,2020-12-23 00:00:00
berkeley_2020,on_year,12968,91.061,21,0,2000.0,2020.0
