step,train_loss,train_acc,val_loss,val_acc
80.0,0.3326917547194886,0.8764113518462008,0.22176060650725754,0.9585834333733494
81.0,0.33241022394917197,0.8764113518462008,0.22198177134396793,0.9585834333733494
82.0,0.33213614357074367,0.8764113518462008,0.2216234199774294,0.9585834333733494
83.0,0.3319345067062227,0.8764113518462008,0.22155063907478323,0.9585834333733494
84.0,0.3316286627509025,0.8764113518462008,0.22234338574728615,0.9585834333733494
85.0,0.3314209095758565,0.8764113518462008,0.22250178258190778,0.9585834333733494
86.0,0.3311546921677749,0.8764113518462008,0.22239948941522142,0.9585834333733494
87.0,0.3309763450269878,0.8764113518462008,0.2224508134552053,0.9585834333733494
88.0,0.33059415855320773,0.8764113518462008,0.22230613618946019,0.9585834333733494
89.0,0.3303090270550687,0.8764113518462008,0.22239869677809393,0.9585834333733494
90.0,0.32999078026351164,0.8764113518462008,0.222656005262291,0.9585834333733494
91.0,0.3297377030649653,0.8764113518462008,0.22256850438261805,0.9585834333733494
92.0,0.3294286936769352,0.8764113518462008,0.22299936338185836,0.9585834333733494
93.0,0.3290940404977328,0.8764113518462008,0.22303970591897437,0.9585834333733494
94.0,0.32892333436728904,0.8764113518462008,0.22300251599709814,0.9585834333733494
95.0,0.3286404236241707,0.8764113518462008,0.22294649415585746,0.9585834333733494
96.0,0.32844508281514745,0.8764113518462008,0.22299996298812733,0.9585834333733494
97.0,0.32814337346597094,0.8764113518462008,0.22299900838360637,0.9585834333733494
98.0,0.3279602830336612,0.8764113518462008,0.22296823565216484,0.9585834333733494
99.0,0.3276604791687671,0.8764113518462008,0.2237382159755081,0.9585834333733494
100.0,0.327406180843479,0.8764113518462008,0.22374415572951822,0.9585834333733494
