project_key,outcome_type,outcome_date,outcome_date_precision,last_known_active_date,first_known_withdrawn_date,outcome_source,outcome_confidence
P::B::100141,withdrawn,2025-12-31,interval,,2025-12-31,Berkeley,medium
P::B::APP-100016,withdrawn,2025-08-29,day,,2025-12-31,Berkeley,high
P::B::APP-100087,withdrawn,2025-09-08,day,,2025-12-31,Berkeley,high
P::B::APP-100096,withdrawn,2025-08-29,day,,2025-12-31,Berkeley,high
P::B::APP-100103,withdrawn,2025-08-29,day,,2025-12-31,Berkeley,high
P::B::APP-100245,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::APP-100248,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::APP-100259,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0002,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0003,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0004,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0005,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0006,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0007,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0008,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0009,withdrawn,2025-11-26,day,,2025-12-31,Berkeley,high
P::B::E0010,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0011,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0012,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0013,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0014,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0015,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0016,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0017,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0018,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0019,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E002,operational,2015-07-13,day,,,Berkeley,high
P::B::E0020,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0021,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0022,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0023,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0024,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0025,withdrawn,2025-11-12,day,,2025-12-31,Berkeley,high
P::B::E0026,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0027,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0028,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0029,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0030,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0031,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0032,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0033,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0034,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0035,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0036,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0037,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0038,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0039,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0040,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0041,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0042,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0043,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0044,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0045,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0046,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0047,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0048,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0049,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0050,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0051,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0052,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0053,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E0054,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::E291,operational,2020-07-27,day,2025-12-31,,Berkeley,high
P::B::G001,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G002,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G003,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G004,withdrawn,2002-06-21,day,,2020-12-31,Berkeley,high
P::B::G005,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G006,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G009,withdrawn,2003-07-16,day,,2020-12-31,Berkeley,high
P::B::G010,operational,2007-08-31,day,,,Berkeley,high
P::B::G011,withdrawn,2003-04-02,day,,2020-12-31,Berkeley,high
P::B::G012,withdrawn,2003-12-03,day,,2020-12-31,Berkeley,high
P::B::G013,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G015,withdrawn,2003-07-09,day,,2020-12-31,Berkeley,high
P::B::G016,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G017,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G018,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G019,operational,2004-06-01,day,,,Berkeley,high
P::B::G020,operational,2005-06-01,day,,,Berkeley,high
P::B::G021,operational,2002-04-01,day,,,Berkeley,high
P::B::G022,operational,2002-04-02,day,,,Berkeley,high
P::B::G023,operational,2003-06-01,day,,,Berkeley,high
P::B::G025,operational,2007-06-01,day,,,Berkeley,high
P::B::G026,operational,2001-05-01,day,,,Berkeley,high
P::B::G027,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G028,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G029,withdrawn,2002-12-30,day,,2020-12-31,Berkeley,high
P::B::G030,withdrawn,2002-12-30,day,,2020-12-31,Berkeley,high
P::B::G032,operational,2001-06-01,day,,,Berkeley,high
P::B::G033,withdrawn,2003-05-22,day,,2020-12-31,Berkeley,high
P::B::G034,operational,2008-06-01,day,,,Berkeley,high
P::B::G035,operational,2003-06-01,day,,,Berkeley,high
P::B::G036,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G037,operational,2002-06-01,day,,,Berkeley,high
P::B::G038,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G039,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G040,withdrawn,2003-12-17,day,,2020-12-31,Berkeley,high
P::B::G041,operational,2004-06-01,day,,,Berkeley,high
P::B::G042,operational,2003-06-01,day,,,Berkeley,high
P::B::G043,operational,2003-06-01,day,,,Berkeley,high
P::B::G044,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G045,withdrawn,2002-12-17,day,,2020-12-31,Berkeley,high
P::B::G046,operational,2002-01-01,day,,,Berkeley,high
P::B::G047,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G048,withdrawn,2004-01-13,day,,2020-12-31,Berkeley,high
P::B::G050,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G051,operational,2003-01-01,day,,,Berkeley,high
P::B::G052,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G053,withdrawn,2003-05-21,day,,2020-12-31,Berkeley,high
P::B::G054,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G055,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G056,operational,2004-06-01,day,,,Berkeley,high
P::B::G057,operational,2005-06-22,day,,,Berkeley,high
P::B::G058,operational,2001-04-01,day,,,Berkeley,high
P::B::G059,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G060,operational,2001-02-01,day,,,Berkeley,high
P::B::G061,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G062,withdrawn,2003-10-08,day,,2020-12-31,Berkeley,high
P::B::G063,withdrawn,2002-03-20,day,,2020-12-31,Berkeley,high
P::B::G064,operational,2005-06-01,day,,,Berkeley,high
P::B::G065,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G066,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G067,operational,2004-05-01,day,,,Berkeley,high
P::B::G068,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G069,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G070,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G071,withdrawn,2003-03-17,day,,2020-12-31,Berkeley,high
P::B::G072,operational,2009-01-01,day,,,Berkeley,high
P::B::G073,operational,2004-06-01,day,,,Berkeley,high
P::B::G074,operational,2005-03-07,day,,,Berkeley,high
P::B::G075,withdrawn,2003-02-28,day,,2020-12-31,Berkeley,high
P::B::G076,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G077,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G078,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G079,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G080,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G081,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G082,withdrawn,2003-04-11,day,,2020-12-31,Berkeley,high
P::B::G083,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G084,operational,2005-06-01,day,,,Berkeley,high
P::B::G085,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G086,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G087,withdrawn,2003-04-14,day,,2020-12-31,Berkeley,high
P::B::G088,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G092,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G093,operational,2004-06-01,day,,,Berkeley,high
P::B::G094,withdrawn,2003-04-17,day,,2020-12-31,Berkeley,high
P::B::G095,withdrawn,2004-05-19,day,,2020-12-31,Berkeley,high
P::B::G096,operational,2002-09-01,day,,,Berkeley,high
P::B::G097,withdrawn,2004-07-26,day,,2020-12-31,Berkeley,high
P::B::G098,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G099,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G100,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G101,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G102,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G103,operational,2004-06-01,day,,,Berkeley,high
P::B::G104,withdrawn,2004-07-21,day,,2020-12-31,Berkeley,high
P::B::G105,withdrawn,2003-09-16,day,,2020-12-31,Berkeley,high
P::B::G106,withdrawn,2003-07-14,day,,2020-12-31,Berkeley,high
P::B::G108,withdrawn,2003-05-27,day,,2020-12-31,Berkeley,high
P::B::G109,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G110,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G111,operational,2011-03-11,day,,,Berkeley,high
P::B::G112,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G113,operational,2005-06-01,day,,,Berkeley,high
P::B::G114,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G115,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G116,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G117,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G118,withdrawn,2003-07-10,day,,2020-12-31,Berkeley,high
P::B::G119,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G120,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G121,withdrawn,2004-07-21,day,,2020-12-31,Berkeley,high
P::B::G122,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G123,withdrawn,2003-03-07,day,,2020-12-31,Berkeley,high
P::B::G124,withdrawn,2003-03-07,day,,2020-12-31,Berkeley,high
P::B::G125,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G126,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G127,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G128,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G129,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G130,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G131,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G132,operational,2003-12-01,day,,,Berkeley,high
P::B::G133,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G134,withdrawn,2003-04-07,day,,2020-12-31,Berkeley,high
P::B::G135,withdrawn,2002-08-02,day,,2020-12-31,Berkeley,high
P::B::G136,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G137,withdrawn,2002-11-04,day,,2020-12-31,Berkeley,high
P::B::G138,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G139,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G140,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G141,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G142,operational,2001-12-20,day,,,Berkeley,high
P::B::G143,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G144,operational,2004-03-01,day,,,Berkeley,high
P::B::G145,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G146,operational,2006-06-01,day,,,Berkeley,high
P::B::G147,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G148,operational,2003-06-01,day,,,Berkeley,high
P::B::G150,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G151,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G152,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G154,withdrawn,2003-04-03,day,,2020-12-31,Berkeley,high
P::B::G156,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G157,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G158,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G159,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G160,operational,2003-12-01,day,,,Berkeley,high
P::B::G161,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G162,operational,2003-06-04,day,,,Berkeley,high
P::B::G163,withdrawn,2002-08-21,day,,2020-12-31,Berkeley,high
P::B::G164,operational,2006-12-01,day,,,Berkeley,high
P::B::G165,operational,2007-06-01,day,,,Berkeley,high
P::B::G166,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G167,withdrawn,2004-01-06,day,,2020-12-31,Berkeley,high
P::B::G168,withdrawn,2003-09-17,day,,2020-12-31,Berkeley,high
P::B::G169,withdrawn,2003-03-25,day,,2020-12-31,Berkeley,high
P::B::G170,operational,2006-12-31,day,,,Berkeley,high
P::B::G171,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G172,operational,2008-01-01,day,,,Berkeley,high
P::B::G173,operational,2007-06-01,day,,,Berkeley,high
P::B::G174,withdrawn,2002-06-11,day,,2020-12-31,Berkeley,high
P::B::G175,withdrawn,2002-08-21,day,,2020-12-31,Berkeley,high
P::B::G176,operational,2005-11-18,day,,,Berkeley,high
P::B::G177,active_censored,2025-12-31,observation,2025-12-31,,Berkeley,high
P::B::G178,withdrawn,2002-05-24,day,,2020-12-31,Berkeley,high
P::B::G179,withdrawn,2002-05-24,day,,2020-12-31,Berkeley,high
P::B::G180,withdrawn,2002-05-24,day,,2020-12-31,Berkeley,high
P::B::G181,withdrawn,2003-03-13,day,,2020-12-31,Berkeley,high
P::B::G182,withdrawn,2002-05-24,day,,2020-12-31,Berkeley,high
P::B::G183,withdrawn,2002-11-06,day,,2020-12-31,Berkeley,high
P::B::G184,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G185,operational,2004-04-01,day,,,Berkeley,high
P::B::G186,operational,2007-10-01,day,,,Berkeley,high
P::B::G187,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G188,operational,2002-03-06,day,,,Berkeley,high
P::B::G194 CONS 7,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G207 CONS 37,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G210 CONS 103,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G212 CONS 105,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G216 CONS 110,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G216 CONS 90,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G217 CONS 111,withdrawn,2002-10-15,day,,2020-12-31,Berkeley,high
P::B::G217 CONS 94,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G218,operational,2006-06-30,day,,,Berkeley,high
P::B::G219,withdrawn,2003-06-23,day,,2020-12-31,Berkeley,high
P::B::G220,withdrawn,2002-08-09,day,,2020-12-31,Berkeley,high
P::B::G221,withdrawn,2002-11-13,day,,2020-12-31,Berkeley,high
P::B::G222,withdrawn,2002-08-08,day,,2020-12-31,Berkeley,high
P::B::G223,withdrawn,2002-10-28,day,,2020-12-31,Berkeley,high
P::B::G224,withdrawn,2003-03-15,day,,2020-12-31,Berkeley,high
P::B::G225,operational,2004-06-01,day,,,Berkeley,high
P::B::G226,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G226.1,withdrawn,2003-04-09,day,,2020-12-31,Berkeley,high
P::B::G227,withdrawn,2003-04-09,day,,2020-12-31,Berkeley,high
P::B::G228,withdrawn,2002-07-05,day,,2020-12-31,Berkeley,high
P::B::G229,withdrawn,2002-11-13,day,,2020-12-31,Berkeley,high
P::B::G230,operational,2002-09-01,day,,,Berkeley,high
P::B::G231,withdrawn,2002-07-02,day,,2020-12-31,Berkeley,high
P::B::G232,operational,2007-01-01,day,,,Berkeley,high
P::B::G233,withdrawn,2003-07-07,day,,2020-12-31,Berkeley,high
P::B::G234,operational,2005-05-01,day,,,Berkeley,high
P::B::G235,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G236,withdrawn,2002-08-12,day,,2020-12-31,Berkeley,high
P::B::G237,operational,2004-05-01,day,,,Berkeley,high
P::B::G238,operational,2003-12-15,day,,,Berkeley,high
P::B::G239,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G240,operational,2009-05-01,day,,,Berkeley,high
P::B::G241,operational,2002-09-01,day,,,Berkeley,high
P::B::G242,operational,2008-01-01,day,,,Berkeley,high
P::B::G244,withdrawn,2003-07-10,day,,2020-12-31,Berkeley,high
P::B::G245,withdrawn,2003-07-10,day,,2020-12-31,Berkeley,high
P::B::G246,withdrawn,2002-09-05,day,,2020-12-31,Berkeley,high
P::B::G247,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G248,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G249,withdrawn,2003-03-04,day,,2020-12-31,Berkeley,high
P::B::G250,withdrawn,2003-09-17,day,,2020-12-31,Berkeley,high
P::B::G251,operational,2003-06-01,day,,,Berkeley,high
P::B::G252,operational,2005-09-01,day,,,Berkeley,high
P::B::G253,operational,2002-11-01,day,,,Berkeley,high
P::B::G254,withdrawn,2003-06-30,day,,2020-12-31,Berkeley,high
P::B::G255,operational,2006-11-01,day,,,Berkeley,high
P::B::G256,operational,2003-02-01,day,,,Berkeley,high
P::B::G257,withdrawn,2002-12-04,day,,2020-12-31,Berkeley,high
P::B::G258,operational,2003-05-01,day,,,Berkeley,high
P::B::G259,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G260,withdrawn,2003-02-18,day,,2020-12-31,Berkeley,high
P::B::G261,operational,2003-11-01,day,,,Berkeley,high
P::B::G262,withdrawn,2004-09-09,day,,2020-12-31,Berkeley,high
P::B::G263,operational,2007-11-01,day,,,Berkeley,high
P::B::G264,withdrawn,2003-06-25,day,,2020-12-31,Berkeley,high
P::B::G265,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G266,withdrawn,2003-04-03,day,,2020-12-31,Berkeley,high
P::B::G267,withdrawn,2004-12-21,day,,2020-12-31,Berkeley,high
P::B::G268,withdrawn,2003-06-24,day,,2020-12-31,Berkeley,high
P::B::G269,withdrawn,2003-06-16,day,,2020-12-31,Berkeley,high
P::B::G270,operational,2005-03-01,day,,,Berkeley,high
P::B::G271,withdrawn,2003-09-17,day,,2020-12-31,Berkeley,high
P::B::G272,operational,2004-09-01,day,,,Berkeley,high
P::B::G273,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G274,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G275,withdrawn,2003-04-17,day,,2020-12-31,Berkeley,high
P::B::G276,withdrawn,2003-04-28,day,,2020-12-31,Berkeley,high
P::B::G277,withdrawn,2003-04-03,day,,2020-12-31,Berkeley,high
P::B::G278,operational,2007-05-01,day,,,Berkeley,high
P::B::G279,withdrawn,2003-08-08,day,,2020-12-31,Berkeley,high
P::B::G280,withdrawn,2003-08-08,day,,2020-12-31,Berkeley,high
P::B::G281,withdrawn,2004-11-22,day,,2020-12-31,Berkeley,high
P::B::G282,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G283,withdrawn,2003-04-17,day,,2020-12-31,Berkeley,high
P::B::G284,withdrawn,2003-04-17,day,,2020-12-31,Berkeley,high
P::B::G285,operational,2004-12-01,day,,,Berkeley,high
P::B::G286,operational,2003-12-01,day,,,Berkeley,high
P::B::G287,operational,2004-06-30,day,,,Berkeley,high
P::B::G288,withdrawn,2003-06-30,day,,2020-12-31,Berkeley,high
P::B::G289,withdrawn,2003-06-30,day,,2020-12-31,Berkeley,high
P::B::G290,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G291,operational,2006-12-31,day,,,Berkeley,high
P::B::G293,withdrawn,2004-12-28,day,,2020-12-31,Berkeley,high
P::B::G295,withdrawn,2020-12-31,interval,,2020-12-31,Berkeley,medium
P::B::G296,withdrawn,2003-04-01,day,,2020-12-31,Berkeley,high
P::B::G297,withdrawn,2014-05-14,day,,2021-12-31,Berkeley,high
P::B::G298,operational,2010-12-31,day,,,Berkeley,high
P::B::G299,operational,2003-12-31,day,,,Berkeley,high
P::B::G300,operational,2007-05-31,day,,,Berkeley,high
P::B::G301,operational,2003-09-01,day,,,Berkeley,high
P::B::G302,withdrawn,2003-04-28,day,,2020-12-31,Berkeley,high
P::B::G303,withdrawn,2003-04-28,day,,2020-12-31,Berkeley,high
P::B::G304,withdrawn,2003-07-09,day,,2020-12-31,Berkeley,high
P::B::G306,withdrawn,2003-05-01,day,,2020-12-31,Berkeley,high
P::B::G307,withdrawn,2003-06-03,day,,2020-12-31,Berkeley,high
P::B::G308,withdrawn,2003-06-03,day,,2020-12-31,Berkeley,high
P::B::G309,withdrawn,2003-11-20,day,,2020-12-31,Berkeley,high
P::B::G310,operational,2005-12-01,day,,,Berkeley,high
P::B::G311,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G312,withdrawn,2003-06-03,day,,2020-12-31,Berkeley,high
P::B::G313,withdrawn,2003-06-03,day,,2020-12-31,Berkeley,high
P::B::G314,withdrawn,2003-11-11,day,,2020-12-31,Berkeley,high
P::B::G315,withdrawn,2003-04-02,day,,2020-12-31,Berkeley,high
P::B::G316,withdrawn,2003-04-02,day,,2020-12-31,Berkeley,high
P::B::G317,withdrawn,2004-03-05,day,,2020-12-31,Berkeley,high
P::B::G318,withdrawn,2003-04-02,day,,2020-12-31,Berkeley,high
P::B::G319,withdrawn,2004-03-17,day,,,Berkeley,high
P::B::G320,withdrawn,2003-05-01,day,,2020-12-31,Berkeley,high
P::B::G321,withdrawn,2003-05-01,day,,2020-12-31,Berkeley,high
P::B::G322,operational,2010-05-31,day,2024-12-31,,Berkeley,high
P::B::G323,operational,2003-06-01,day,2024-12-31,,Berkeley,high
P::B::G324,operational,2003-06-01,day,2024-12-31,,Berkeley,high
P::B::G325,operational,2003-06-01,day,2024-12-31,,Berkeley,high
P::B::G326,operational,2003-06-01,day,2024-12-31,,Berkeley,high
P::B::G327,operational,2003-06-01,day,2024-12-31,,Berkeley,high
P::B::G328,withdrawn,2003-09-30,day,,2020-12-31,Berkeley,high
P::B::G329,withdrawn,2005-08-11,day,,2020-12-31,Berkeley,high
P::B::G330,operational,2003-12-31,day,,,Berkeley,high
P::B::G331,withdrawn,2004-03-17,day,,2020-12-31,Berkeley,high
P::B::G332,withdrawn,2003-07-14,day,,2020-12-31,Berkeley,high
P::B::G333,withdrawn,2003-07-14,day,,2020-12-31,Berkeley,high
P::B::G334,withdrawn,2003-12-05,day,,2020-12-31,Berkeley,high
P::B::G335,withdrawn,2004-04-08,day,,2020-12-31,Berkeley,high
P::B::G336,withdrawn,2003-09-12,day,,2020-12-31,Berkeley,high
P::B::G337,withdrawn,2004-03-26,day,,2020-12-31,Berkeley,high
P::B::G338,operational,2003-10-01,day,,,Berkeley,high
P::B::G339,withdrawn,2003-10-07,day,,2020-12-31,Berkeley,high
P::B::G340,operational,2006-07-01,day,,,Berkeley,high
P::B::G341,operational,2005-12-01,day,,,Berkeley,high
P::B::G342,operational,2003-07-01,day,2024-12-31,,Berkeley,high
P::B::G343,operational,2002-05-01,day,2024-12-31,,Berkeley,high
P::B::G344,operational,2025-12-31,observation,2024-12-31,,Berkeley,medium
P::B::G345,operational,2025-12-31,observation,2024-12-31,,Berkeley,medium
P::B::G346,operational,2025-12-31,observation,2024-12-31,,Berkeley,medium
P::B::G347,operational,2025-12-31,observation,2024-12-31,,Berkeley,medium
P::B::G348,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G349,operational,2006-12-31,day,,,Berkeley,high
P::B::G350,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G351,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G352,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G353,operational,2007-01-01,day,,,Berkeley,high
P::B::G354,operational,2009-01-01,day,,,Berkeley,high
