project_key,outcome_type,outcome_date,outcome_date_precision,last_known_active_date,first_known_withdrawn_date,outcome_source,outcome_confidence
P::J1793,operational,2025-06-01,day,2025-12-31,,MISO,high
P::J1794,operational,2023-08-31,day,2025-12-31,,MISO,high
P::J1795,operational,2023-08-31,day,2025-12-31,,MISO,high
P::J1796,withdrawn,2021-12-08,day,2020-12-31,2021-12-31,Berkeley,high
P::J1797,withdrawn,2021-12-08,day,2020-12-31,2021-12-31,Berkeley,high
P::J1798,operational,2021-06-01,day,2025-12-31,,MISO,high
P::J1799,withdrawn,2021-02-13,day,,2020-12-31,Berkeley,high
P::J1800,withdrawn,2020-10-08,day,,2020-12-31,Berkeley,high
P::J1801,withdrawn,2021-11-17,day,2020-12-31,2021-12-31,MISO,high
P::J1802,withdrawn,2026-08-12,day,2025-12-31,2026-03-01,MISO,high
P::J1803,withdrawn,2023-02-28,day,2022-12-31,2023-12-31,Berkeley,high
P::J1804,withdrawn,2023-01-31,day,,2023-12-31,Berkeley,high
P::J1805,withdrawn,2026-01-09,day,2023-12-31,2026-03-01,MISO,high
P::J1806,withdrawn,2023-07-17,day,2022-12-31,2023-12-31,Berkeley,high
P::J1807,withdrawn,2020-12-18,day,,2020-12-31,Berkeley,high
P::J1808,operational,2023-02-28,day,2025-12-31,,MISO,high
P::J1809,withdrawn,2021-02-19,day,2020-12-31,2021-12-31,Berkeley,high
P::J1810,withdrawn,2023-07-17,day,2022-12-31,2023-12-31,Berkeley,high
P::J1811,withdrawn,2021-12-08,day,2020-12-31,2021-12-31,Berkeley,high
P::J1812,withdrawn,2021-12-08,day,2020-12-31,2021-12-31,Berkeley,high
P::J1813,operational,2020-03-20,day,2025-12-31,,MISO,high
P::J1814,operational,2023-09-15,day,2025-12-31,,MISO,high
P::J1815,withdrawn,2024-09-03,day,2023-12-31,2024-12-31,Berkeley,high
P::J1816,operational,2025-10-30,day,2025-12-31,,MISO,high
P::J1817,withdrawn,2023-02-28,day,2022-12-31,2023-12-31,Berkeley,high
P::J1818,operational,2023-10-01,day,2025-12-31,,MISO,high
P::J1819,operational,2023-09-13,day,2023-12-31,,MISO,high
P::J1820,operational,2023-09-13,day,2025-12-31,,MISO,high
P::J1821,operational,2023-09-13,day,2023-12-31,,MISO,high
P::J1822,withdrawn,2021-01-04,day,,2021-12-31,Berkeley,high
P::J1823,withdrawn,2021-02-19,day,2020-12-31,2021-12-31,Berkeley,high
P::J1824,operational,2024-12-31,day,2025-12-31,,MISO,high
P::J1825,withdrawn,2020-12-18,day,,2020-12-31,Berkeley,high
P::J1826,operational,2022-03-01,day,2025-12-31,,MISO,high
P::J1827,operational,2023-10-31,day,2025-12-31,,MISO,high
P::J1828,withdrawn,2021-03-12,day,2020-12-31,2021-12-31,Berkeley,high
P::J1829,withdrawn,2023-07-17,day,2022-12-31,2023-12-31,Berkeley,high
P::J1830,withdrawn,2024-09-03,day,2023-12-31,2024-12-31,Berkeley,high
P::J1831,withdrawn,2020-12-31,interval,2025-12-31,2020-12-31,Berkeley,medium
P::J1832,operational,2024-07-15,day,2023-12-31,,MISO,high
P::J1833,operational,2026-05-01,day,2025-12-31,,MISO,high
P::J1834,operational,2025-04-25,day,2025-12-31,,MISO,high
P::J1835,withdrawn,2024-09-03,day,2023-12-31,2020-12-31,Berkeley,high
P::J1836,operational,2025-08-01,day,2025-12-31,,MISO,high
P::J1837,withdrawn,2021-03-12,day,,2020-12-31,Berkeley,high
P::J1838,withdrawn,2021-02-23,day,2020-12-31,2021-12-31,Berkeley,high
P::J1839,operational,2027-01-01,day,2025-12-31,,MISO,high
P::J1840,operational,2023-08-30,day,2025-12-31,,MISO,high
P::J1841,withdrawn,2021-12-08,day,2020-12-31,2021-12-31,Berkeley,high
P::J1842,operational,2026-02-02,day,2025-12-31,,MISO,high
P::J1843,withdrawn,2023-06-22,day,2022-12-31,2023-12-31,Berkeley,high
P::J1844,operational,2024-10-07,day,2026-03-01,,MISO,high
P::J1845,operational,2025-10-06,day,2026-03-01,,MISO,high
P::J1846,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J1847,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1848,withdrawn,2023-08-15,day,2022-12-31,2023-12-31,Berkeley,high
P::J1849,operational,2025-01-01,day,2025-12-31,,MISO,high
P::J1850,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1851,operational,2025-01-01,day,2025-12-31,,MISO,high
P::J1852,withdrawn,2023-10-09,day,2022-12-31,2023-12-31,Berkeley,high
P::J1853,withdrawn,2023-10-09,day,,2023-12-31,Berkeley,high
P::J1854,withdrawn,2021-12-07,day,,2021-12-31,Berkeley,high
P::J1855,operational,2026-04-15,day,2025-12-31,,MISO,high
P::J1856,operational,2026-04-15,day,2025-12-31,,MISO,high
P::J1857,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1858,operational,2026-04-15,day,2025-12-31,,MISO,high
P::J1859,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J1860,withdrawn,2025-03-03,day,2024-12-31,2025-12-31,Berkeley,high
P::J1861,operational,2024-09-15,day,2026-03-01,,MISO,high
P::J1862,withdrawn,2025-03-03,day,2024-12-31,2025-12-31,Berkeley,high
P::J1863,operational,2024-09-15,day,2026-03-01,,MISO,high
P::J1864,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J1865,withdrawn,2021-09-17,day,,2021-12-31,Berkeley,high
P::J1866,withdrawn,2023-10-09,day,2022-12-31,2023-12-31,Berkeley,high
P::J1867,operational,2025-09-01,day,2026-03-01,,MISO,high
P::J1868,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1869,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1870,operational,2024-09-15,day,2025-12-31,,MISO,high
P::J1871,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1872,operational,2024-09-15,day,2025-12-31,,MISO,high
P::J1873,operational,2024-09-15,day,2025-12-31,,MISO,high
P::J1874,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1875,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1876,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1877,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J1878,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J1879,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J1880,operational,2024-09-15,day,2026-03-01,,MISO,high
P::J1881,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J1882,operational,2024-09-15,day,2025-12-31,,MISO,high
P::J1883,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1884,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1885,withdrawn,2021-12-08,day,2021-12-31,2022-12-31,MISO,high
P::J1886,withdrawn,2022-11-22,day,2021-12-31,2022-12-31,Berkeley,high
P::J1887,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J1888,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1889,operational,2025-06-30,day,2026-03-01,,MISO,high
P::J1890,operational,2024-09-30,day,2025-12-31,,MISO,high
P::J1891,operational,2024-10-31,day,2025-12-31,,MISO,high
P::J1892,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J1893,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1894,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J1895,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J1896,withdrawn,2022-12-08,day,,2021-12-31,Berkeley,high
P::J1897,operational,2024-08-15,day,2025-12-31,,MISO,high
P::J1898,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J1899,operational,2024-08-15,day,2025-12-31,,MISO,high
P::J1900,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J1901,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1902,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J1903,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1904,operational,2025-11-08,day,2025-12-31,,MISO,high
P::J1905,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1906,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1907,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1908,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1909,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1910,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1911,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1912,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1913,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1914,operational,2023-11-01,day,2026-03-01,,MISO,high
P::J1915,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1916,operational,2023-11-01,day,2026-03-01,,MISO,high
P::J1917,operational,2023-11-01,day,2025-12-31,,MISO,high
P::J1918,operational,2023-11-01,day,2025-12-31,,MISO,high
P::J1919,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J1920,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1921,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1922,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1923,withdrawn,2021-12-22,day,,2021-12-31,Berkeley,high
P::J1924,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1925,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1926,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1927,operational,2027-08-01,day,2026-03-01,,MISO,high
P::J1928,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J1929,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1930,withdrawn,2023-06-05,day,,2023-12-31,Berkeley,high
P::J1931,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1932,operational,2024-10-01,day,2025-12-31,,MISO,high
P::J1933,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1934,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1935,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1936,withdrawn,2023-06-05,day,2022-12-31,2023-12-31,Berkeley,high
P::J1937,withdrawn,2023-06-05,day,2022-12-31,2023-12-31,Berkeley,high
P::J1938,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1939,operational,2023-11-01,day,2026-03-01,,MISO,high
P::J1940,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1941,withdrawn,2021-10-22,day,,2021-12-31,Berkeley,high
P::J1942,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1943,operational,2024-10-01,day,2026-03-01,,MISO,high
P::J1944,operational,2023-11-01,day,2026-03-01,,MISO,high
P::J1945,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1946,operational,2024-10-30,day,2025-12-31,,MISO,high
P::J1947,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1948,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J1949,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1950,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J1951,withdrawn,2023-09-06,day,,2023-12-31,Berkeley,high
P::J1952,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1953,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1954,withdrawn,2023-06-05,day,,2023-12-31,Berkeley,high
P::J1955,withdrawn,2023-06-05,day,2022-12-31,2023-12-31,Berkeley,high
P::J1956,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1957,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1958,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1959,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1960,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J1961,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1962,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1963,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1964,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1965,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1966,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1967,operational,2025-10-01,day,2026-03-01,,MISO,high
P::J1968,withdrawn,2021-10-22,day,,2021-12-31,Berkeley,high
P::J1969,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J1970,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1971,withdrawn,2023-06-05,day,2022-12-31,2023-12-31,Berkeley,high
P::J1972,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J1973,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1974,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1975,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1976,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J1977,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J1978,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1979,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1980,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1981,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J1982,operational,2024-10-01,day,2025-12-31,,MISO,high
P::J1983,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1984,withdrawn,2026-01-27,day,2025-12-31,2026-03-01,MISO,high
P::J1985,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1986,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J1987,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J1988,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1989,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1990,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J1991,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1992,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J1993,operational,2025-07-23,day,2026-03-01,,MISO,high
P::J1994,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1995,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1996,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J1997,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J1998,withdrawn,2026-06-22,day,2025-12-31,2026-03-01,MISO,high
P::J1999,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2000,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2001,operational,2025-05-01,day,2026-03-01,,MISO,high
P::J2002,operational,2024-03-13,day,2026-03-01,,MISO,high
P::J2003,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2004,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2005,withdrawn,2023-10-10,day,,2023-12-31,Berkeley,high
P::J2006,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2007,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2008,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2009,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2010,operational,2025-10-01,day,2025-12-31,,MISO,high
P::J2011,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2012,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2013,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2014,withdrawn,2023-10-10,day,,2023-12-31,Berkeley,high
P::J2015,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2016,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2017,withdrawn,2021-10-19,day,,2021-12-31,Berkeley,high
P::J2018,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2019,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J2020,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2021,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2022,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2023,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2024,withdrawn,2023-10-25,day,2023-12-31,2026-03-01,MISO,high
P::J2025,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2026,operational,2022-12-02,day,2026-03-01,,MISO,high
P::J2027,operational,2024-10-31,day,2026-03-01,,MISO,high
P::J2028,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2029,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J203,withdrawn,2019-01-09,day,,2020-12-31,Berkeley,high
P::J2030,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2031,operational,2026-12-15,day,2026-03-01,,MISO,high
P::J2032,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2033,operational,2024-04-15,day,2026-03-01,,MISO,high
P::J2034,withdrawn,2023-10-25,day,2023-12-31,2026-03-01,MISO,high
P::J2035,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2036,operational,2023-08-01,day,2026-03-01,,MISO,high
P::J2037,withdrawn,2021-11-23,day,,2021-12-31,Berkeley,high
P::J2038,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2039,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2040,withdrawn,2025-10-15,day,2024-12-31,2025-12-31,Berkeley,high
P::J2041,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2042,withdrawn,2025-03-07,day,2023-12-31,2026-03-01,MISO,high
P::J2043,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2044,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J2045,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J2046,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2047,operational,2024-12-01,day,2025-12-31,,MISO,high
P::J2048,operational,2025-09-01,day,2026-03-01,,MISO,high
P::J2049,operational,2025-09-01,day,2026-03-01,,MISO,high
P::J2050,operational,2024-10-01,day,2026-03-01,,MISO,high
P::J2051,withdrawn,2023-11-10,day,2023-12-31,2024-12-31,Berkeley,high
P::J2052,withdrawn,2025-12-18,day,2023-12-31,2026-03-01,MISO,high
P::J2053,operational,2025-08-01,day,2026-03-01,,MISO,high
P::J2054,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2055,operational,2025-06-30,day,2026-03-01,,MISO,high
P::J2056,withdrawn,2025-03-03,day,2024-12-31,2025-12-31,Berkeley,high
P::J2057,withdrawn,2023-09-06,day,2025-12-31,2026-03-01,Berkeley,high
P::J2058,withdrawn,2021-09-07,day,,2021-12-31,Berkeley,high
P::J2059,withdrawn,2025-12-18,day,2023-12-31,2026-03-01,MISO,high
P::J2060,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2061,operational,2024-10-30,day,2026-03-01,,MISO,high
P::J2062,withdrawn,2023-06-05,day,2022-12-31,2023-12-31,Berkeley,high
P::J2063,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2064,operational,2024-10-07,day,2026-03-01,,MISO,high
P::J2065,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2066,operational,2022-12-02,day,2026-03-01,,MISO,high
P::J2067,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J2068,withdrawn,2026-05-20,day,2025-12-31,2026-03-01,MISO,high
P::J2069,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J2070,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2071,operational,2024-10-31,day,2025-12-31,,MISO,high
P::J2072,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2073,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2074,withdrawn,2024-10-01,day,2023-12-31,2024-12-31,Berkeley,high
P::J2075,operational,2024-10-04,day,2025-12-31,,MISO,high
P::J2076,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J2077,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2078,operational,2025-06-30,day,2026-03-01,,MISO,high
P::J2079,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2080,withdrawn,2026-06-04,day,2025-12-31,2026-03-01,MISO,high
P::J2081,withdrawn,2025-12-09,day,2025-12-31,2026-03-01,Berkeley,high
P::J2082,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2083,withdrawn,2023-11-10,day,2023-12-31,2024-12-31,Berkeley,high
P::J2084,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2085,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2086,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2087,operational,2024-11-30,day,2026-03-01,,MISO,high
P::J2088,operational,2024-10-31,day,2025-12-31,,MISO,high
P::J2089,operational,2024-10-31,day,2025-12-31,,MISO,high
P::J2090,withdrawn,2023-11-07,day,2023-12-31,2024-12-31,Berkeley,high
P::J2091,operational,2025-02-22,day,2025-12-31,,MISO,high
P::J2092,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2093,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2094,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2095,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2096,withdrawn,2021-11-30,day,,2021-12-31,Berkeley,high
P::J2097,operational,2025-05-01,day,2026-03-01,,MISO,high
P::J2098,operational,2025-03-31,day,2026-03-01,,MISO,high
P::J2099,operational,2024-10-01,day,2026-03-01,,MISO,high
P::J2100,operational,2024-09-30,day,2026-03-01,,MISO,high
P::J2101,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2102,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2103,withdrawn,2021-12-03,day,,2021-12-31,Berkeley,high
P::J2104,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J2105,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2106,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J2107,operational,2024-10-01,day,2026-03-01,,MISO,high
P::J2108,withdrawn,2023-10-10,day,2022-12-31,2023-12-31,Berkeley,high
P::J2109,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2110,withdrawn,2021-09-15,day,,2021-12-31,Berkeley,high
P::J2111,withdrawn,2021-09-15,day,,2021-12-31,Berkeley,high
P::J2112,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2113,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2114,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2115,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2116,operational,2022-09-01,day,2026-03-01,,MISO,high
P::J2117,withdrawn,2025-05-05,day,2023-12-31,2026-03-01,MISO,high
P::J2118,withdrawn,2023-09-06,day,2022-12-31,2023-12-31,Berkeley,high
P::J2119,withdrawn,2025-03-03,day,2024-12-31,2025-12-31,Berkeley,high
P::J2120,operational,2025-06-30,day,2026-03-01,,MISO,high
P::J2121,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2122,withdrawn,2026-06-22,day,2025-12-31,2026-03-01,MISO,high
P::J2123,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2124,operational,2022-12-02,day,2026-03-01,,MISO,high
P::J2125,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J2126,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J2127,operational,2024-04-15,day,2025-12-31,,MISO,high
P::J2128,operational,2024-08-31,day,2026-03-01,,MISO,high
P::J2129,withdrawn,2023-09-06,day,2026-03-01,,Berkeley,high
P::J2130,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2131,operational,2027-04-15,day,2026-03-01,,MISO,high
P::J2132,withdrawn,2021-10-12,day,,2021-12-31,Berkeley,high
P::J2133,operational,2024-04-15,day,2025-12-31,,MISO,high
P::J2134,withdrawn,2026-01-13,day,2025-12-31,2026-03-01,Berkeley,high
P::J2135,withdrawn,2025-03-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J2136,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J2137,withdrawn,2021-11-23,day,,2021-12-31,Berkeley,high
P::J2138,withdrawn,2025-03-07,day,2023-12-31,2026-03-01,MISO,high
P::J2139,operational,2024-09-01,day,2026-03-01,,MISO,high
P::J2140,withdrawn,2023-10-25,day,2023-12-31,2026-03-01,MISO,high
P::J2141,withdrawn,2023-10-25,day,2023-12-31,2024-12-31,Berkeley,high
P::J2142,operational,2024-08-01,day,2025-12-31,,MISO,high
P::J2143,operational,2025-02-15,day,2025-12-31,,MISO,high
P::J2144,withdrawn,2021-11-29,day,,2021-12-31,Berkeley,high
P::J2145,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2146,withdrawn,2025-12-18,day,2024-12-31,2025-12-31,Berkeley,high
P::J2147,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2148,withdrawn,2025-11-12,day,2024-12-31,2025-12-31,Berkeley,high
P::J2149,withdrawn,2026-01-13,day,2025-12-31,2026-03-01,Berkeley,high
P::J2150,withdrawn,2024-10-08,day,2023-12-31,2024-12-31,Berkeley,high
P::J2151,operational,2025-08-01,day,2026-03-01,,MISO,high
P::J2152,operational,2025-09-01,day,2025-12-31,,MISO,high
