n,positive_rate,pr_auc,roc_auc,brier,ece,log_loss,precision_at_5pct,recall_at_5pct,lift_at_5pct,withdrawn_mw_capture_at_5pct,precision_at_10pct,recall_at_10pct,lift_at_10pct,withdrawn_mw_capture_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct,withdrawn_mw_capture_at_20pct,pr_lift,val_prevalence,slice,status,reason
121,0.0743801652892562,0.12521105559865248,0.6468253968253967,0.09919403607480452,0.07968045942416192,0.3333855074662862,0.0,0.0,0.0,0.0,0.07692307692307693,0.1111111111111111,1.0341880341880343,0.03731343283582089,0.16,0.4444444444444444,2.151111111111111,0.373134328358209,1.6833930808263278,0.0743801652892562,never_in_training,ok,
1545,0.038834951456310676,0.073772963329308,0.6366273849607184,0.04334522767790652,0.028892048546371184,0.18171227000287282,0.07692307692307693,0.1,1.980769230769231,0.09623797025371829,0.08387096774193549,0.21666666666666667,2.159677419354839,0.19138232720909887,0.08090614886731391,0.4166666666666667,2.0833333333333335,0.4241032370953631,1.899653805729681,0.038834951456310676,seen_in_training,ok,
7,,,,,,,,,,,,,,,,,,,,,new_developer,skipped,too few positives
1659,0.04159132007233273,0.07395699150595143,0.6445583811867651,0.04756761266662283,0.030324975298302925,0.1932175313182878,0.08433734939759036,0.10144927536231885,2.0277632268203245,0.09221520277155085,0.08433734939759036,0.2028985507246377,2.0277632268203245,0.16303240269003463,0.08132530120481928,0.391304347826087,1.9553431115767417,0.36967597309965355,1.7781833175126585,0.04159132007233273,seen_developer,ok,
