project_key,study_cycle,study_group,study_phase,upgrade_cost_usd,upgrade_cost_per_mw,capacity_mw,capacity_reduction_pct,restudy_flag,report_date,effective_date,available_date,entity_key,geographic_key,source_name,source_url,retrieved_at,match_method,match_confidence
P::J1625,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1625,KOKOMO TIPTON 230KV TRANSMISSION LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1626,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1626,RAMSEY EAST 138KV BUS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1627,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1627,REYNOLDS 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1628,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1628,GOODLAND TO REYNOLDS 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1629,DPP-2020,East (ATC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1629,COLUMBIA SW YD ALTE SOUTH FOND DU LAC SW YD 345KV T LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1630,DPP-2020,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1630,GERALD ANDRUS TINNIN ROAD 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1631,DPP-2020,East (ATC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1631,STONELAKE TO GARDNER PARK 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1632,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1632,CALDWELL COUNTY BARKLEY 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1633,DPP-2020,South,GIA,,,0.0,,,2026-03-01,2026-03-01,2026-03-01,P::J1633,COOPER SWITCHING PENTON ROAD 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1634,DPP-2020,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1634,COOPER SWITCHING PENTON ROAD 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1635,DPP-2020,East (ITC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1635,BUTTERS NEWTON MI AVE 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1636,DPP-2020,Central,GIA,,,44.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1636,PENO CREEK SUBSTATION 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1637,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1637,WHEATLAND SUBSTATION 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1638,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1638,SKILLMAN SUBSTATION 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1639,DPP-2020,East (ITC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1639,345KV ALLEN JUNCTION TO MOROCCO,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1640,DPP-2020,South,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1640,BEECH GROVE RAY BRASWELL 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1641,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1641,WORTHINGTON SUBSTATION 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1642,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1642,NORTH EAST CASTLE CULLEY 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1643,DPP-2020,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1643,DELANEY 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1644,DPP-2020,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1644,CHAMPANGE PLAISANCE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1645,DPP-2020,West,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1645,PANTHER 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1646,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1646,MORRISON DITCH,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1647,DPP-2020,West,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1647,MAYNARD XMSN 115KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1648,DPP-2020,South,GIA,,,10.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1648,SEARCY PRICE 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1649,DPP-2020,Central,GIA,,,60.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1649,SHELL MCCRACKEN COUNTY 69 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1650,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1650,LATHAM 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1651,DPP-2020,Central,GIA,,,149.5,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1651,HOWLETT,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1652,DPP-2020,Central,GIA,,,116.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1652,SIDNEY 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1653,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1653,SAN JOSE RAIL 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1654,DPP-2020,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1654,GOSS THETFORD 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1655,DPP-2020,Central,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1655,WEST MT VERNON XENIA 345KV LINE J1241,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1656,DPP-2020,Central,GIA,,,412.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1656,SYDNEY TO BUNSONVILLE 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1657,DPP-2020,West,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1657,PINE LAKE TO APPLE RIVER 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1658,DPP-2020,East (ITC),GIA,,,180.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1658,COLDWATER MOORE ROAD 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1659,DPP-2020,East (ITC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1659,DORSET,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1660,DPP-2020,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1660,GOSS THETFORD 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1661,DPP-2020,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1661,IMLAY PUMP 120KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1662,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1662,GOODLAND SUBSTATION 138KV BUS NAME 17GOODLAND,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1663,DPP-2020,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1663,ARGENTA TALLMADGE 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1664,DPP-2020,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1664,CARRIGAN 120KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1665,DPP-2020,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1665,CARRIGAN 120KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1666,DPP-2020,East (ITC),GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1666,ONEIDA MAJESTIC 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1667,DPP-2020,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1667,BARD RD TO CLARE JUNCTION 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1668,DPP-2020,South,GIA,,,194.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1668,DONALDSONVILLE EVERGREEN 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1669,DPP-2020,South,GIA,,,165.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1669,LAKE CHARLES BULK,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1670,DPP-2020,South,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1670,CROOKED LAKE 161KV AT J586 POI,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1671,DPP-2020,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1671,ROCKY CREEK TO LEWIS CREEK 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1672,DPP-2020,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1672,TINNIN ROAD 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1673,DPP-2020,South,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1673,FISHER MARTHAVILLE 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1674,DPP-2020,South,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1674,TALISHEEK NORTH SLIDELL 230KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1675,DPP-2020,Central,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1675,KANSAS 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1676,DPP-2020,Central,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1676,BROKAW CLINTON 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1677,DPP-2020,Central,GIA,,,180.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1677,LEGHORN 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1678,DPP-2020,Central,GIA,,,74.7,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1678,DEEDSVILLE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1679,DPP-2020,Central,GIA,,,125.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1679,7XENIA 7MTVERNW 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1680,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1680,345KV WALTON SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1681,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1681,BLAND TO FRANKS 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1682,DPP-2020,Central,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1682,HORTONVILLE TO WHITESTOWN 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1683,DPP-2020,Central,GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1683,BABCOCK LAKE GEORGE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1684,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1684,SCHAHFER GEN STA BURR OAK 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1685,DPP-2020,South,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1685,DONALDSONVILLE TO EVERGREEN 230KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1686,DPP-2020,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1686,COUGHLIN PLAISANCE 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1687,DPP-2020,Central,GIA,,,160.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1687,DECATUR SWITCHING STATION 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1688,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1688,RISING 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1689,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1689,CADIZ 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1690,DPP-2020,Central,GIA,,,125.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1690,LEWISVILLE 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1691,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1691,GIBSON STA MEROM HED 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1692,DPP-2020,Central,GIA,,,65.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1692,WALTON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1693,DPP-2020,West,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1693,MAYNARD XMSN 115KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1694,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1694,LOST RIVER 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1695,DPP-2020,Central,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1695,ASTER 138KV SUBSTATION REBUILD OF NORTH COULTERVILLE 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1696,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1696,REID EHV 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1697,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1697,SHAWSWICK TO PLEASANT GROVE 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1698,DPP-2020,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1698,TALISHEEK NORTH SLIDELL 230KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1699,DPP-2020,Central,GIA,,,43.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1699,HE LEWIS CREEK 69KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1700,DPP-2020,Central,GIA,,,288.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1700,FRANKLIN 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1701,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1701,MACOMB TO IPAVA 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1702,DPP-2020,Central,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1702,FARADAY 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1703,DPP-2020,Central,GIA,,,74.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1703,REID TO HOPKINS COUNTY 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1704,DPP-2020,Central,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1704,GWYNNEVILLE 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1705,DPP-2020,East (ATC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1705,SOUTH FOND DU LAC ENDPOINT A TO COLUMBIA ENDPOINT B 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1706,DPP-2020,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1706,NORTH MONROE 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1707,DPP-2020,Central,GIA,,,72.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1707,DUFF 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1708,DPP-2020,East (ATC),GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1708,J947 INTERCONNECTION SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1709,DPP-2020,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1709,138KV GRIMES,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1710,DPP-2020,South,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1710,KEO EHV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1711,DPP-2020,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1711,NORTH MONROE 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1712,DPP-2020,Central,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1712,NORTH COULTERVILLE COMM 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1713,DPP-2020,Central,GIA,,,147.2,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1713,FARADAY 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1714,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1714,RAMSEY EAST 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1715,DPP-2020,Central,GIA,,,145.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1715,HE WESTPORT 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1716,DPP-2020,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1716,SOUTH FOND DU LAC FITZGERALD 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1717,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1717,GREENSBURG 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1718,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1718,BUNSONVILLE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1719,DPP-2020,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1719,SAND LAKE 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1720,DPP-2020,East (ATC),GIA,,,99.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1720,FOUNTAIN PRAIRIE NORTH RANDOLPH 138KV TRANSMISSION LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1721,DPP-2020,Central,GIA,,,175.12,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1721,TH PFIZER JCT WORTHINGTON HED,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1722,DPP-2020,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1722,GALLOWAY REMIGTON 115KV TRANSMISSION LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1723,DPP-2020,South,GIA,,,10.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1723,WYNNE EAST TO WYNNE SOUTH 161KV LINE J1125 SUB,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1724,DPP-2020,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1724,LNG STILLWELL 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1725,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1725,SAN JOSE RAIL SPLITTER 138KV G515,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1726,DPP-2020,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1726,REYNOLDS BURR 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1727,DPP-2020,West,GIA,,,33.75,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1727,LIME CREEK 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1728,DPP-2020,West,GIA,,,39.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1728,STORY COUNTY SUBSTATION 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1729,DPP-2020,West,GIA,,,43.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1729,LIME CREEK 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1730,DPP-2020,West,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1730,EAU CLAIRE TO AS KING 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1731,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1731,NOBLESVILLE TO FALL CREEK 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1732,DPP-2020,East (ATC),GIA,,,98.4,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1732,ACEC LEWISTON TAP X 68 ACEC LEWISTON 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1733,DPP-2020,West,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1733,LANSING 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1734,DPP-2020,West,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1734,BURLINGTON GENERATION WEVER 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1735,DPP-2020,East (ATC),GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1735,J1304 POI 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1736,DPP-2020,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1736,DUFF 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1737,DPP-2020,Central,GIA,,,210.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1737,GWYNVILLE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1738,DPP-2020,West,GIA,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1738,LEOLA SUBSTATION 41 6KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1739,DPP-2020,East (ATC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1739,SAND LAKE 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1740,DPP-2020,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1740,UNIVERSITY TO MUKWANAGO 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1741,DPP-2020,Central,GIA,,,270.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1741,WALTON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1742,DPP-2020,Central,GIA,,,294.1,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1742,BABCOCK LAKE GEORGE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1743,DPP-2020,Central,GIA,,,292.9,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1743,DEEDSVILLE 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1744,DPP-2020,Central,GIA,,,149.5,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1744,HUTSONVILLE NEOGA 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
