project_key,study_cycle,study_group,study_phase,upgrade_cost_usd,upgrade_cost_per_mw,capacity_mw,capacity_reduction_pct,restudy_flag,report_date,effective_date,available_date,entity_key,geographic_key,source_name,source_url,retrieved_at,match_method,match_confidence
P::J3983,DPP-2025,Central,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3983,MACKEY,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3984,DPP-2025,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3984,STUTTGART RICUSKEY WOODWARD 230 SUB 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3985,DPP-2025,South,Phase 1,,,240.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3985,SHECO ETEC BUS 334130,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3986,DPP-2025,South,Phase 1,,,270.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3986,JACINTO PEACH CREEK 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3987,DPP-2025,South,Phase 1,,,165.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3987,SMITHDALE SS CE LIBERTY 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3988,DPP-2025,South,Phase 1,,,85.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3988,NORTH BASTROP TAP LOG CABIN LAGEN 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3989,DPP-2025,Central,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3989,MARION NORTH,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3990,DPP-2025,Central,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3990,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3991,DPP-2025,Central,Phase 1,,,340.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3991,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3992,DPP-2026,East (ITC),,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3992,MAJESTIC ONEIDA 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3993,DPP-2025,Central,Phase 1,,,21.44,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3993,GEFF,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3994,DPP-2026,East (ITC),,,,360.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3994,18MOROCCO 256583,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3995,DPP-2025,Central,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3995,7CASEY 7NEWTON 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3996,DPP-2025,Central,Phase 1,,,2220.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3996,SIOUX,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3997,DPP-2025,Central,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3997,GIBSON STA PETERSBURG IP L 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3998,DPP-2025,West,Phase 1,,,450.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3998,KILLDEER QUINN 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3999,DPP-2025,Central,Phase 1,,,1540.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3999,SUGAR CREEK CAYUGA CT 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4000,DPP-2025,Central,Phase 1,,,343.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4000,7MEREDOSIA 7TURNER 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4001,DPP-2025,Central,Phase 1,,,245.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4001,7MAYWOOD 7PALMYRA 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4002,DPP-2025,Central,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4002,7KANSAS 08SUGCRK 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4003,DPP-2025,Central,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4003,7KANSAS 08SUGCRK 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4004,DPP-2025,Central,Phase 1,,,392.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4004,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4005,DPP-2025,Central,Phase 1,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4005,PETERSBURG SULLIVAN AEP PJM 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4006,DPP-2025,West,Phase 1,,,289.8,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4006,ORIENT DENNY 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4007,DPP-2025,Central,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4007,7FARGO 7SANDBURG 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4008,DPP-2025,Central,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4008,GREENSBORO NEW CASTLE 138 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4009,DPP-2025,West,Phase 1,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4009,VIKING KARLSTAD 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4010,DPP-2025,Central,Phase 1,,,21.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4010,CLINTON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4011,DPP-2025,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4011,AECC LEWISVILLE WEST,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4012,DPP-2025,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4012,TWIST PARKIN 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4014,DPP-2025,East (ATC),Phase 1,,,650.0,45.96841230257689,,2026-03-01,2026-03-01,2026-03-01,P::J4014,FOREST JUNCTION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4015,DPP-2025,Central,Phase 1,,,136.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4015,QUIVER,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4016,DPP-2026,East (ITC),,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4016,ATLANTA THETFORD KARN 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4017,DPP-2025,West,Phase 1,,,299.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4017,WILMARTH FIELDON 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4018,DPP-2025,Central,Phase 1,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4018,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4019,DPP-2026,East (ITC),,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4019,BATTLE CREEK ONEIDA 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4020,DPP-2025,East (ATC),Phase 1,,,481.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4020,PLEASANT PRAIRIE ARCADIAN 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4021,DPP-2026,Central,,,,470.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4021,PETERSBURG SULLIVAN AEP PJM 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4022,DPP-2025,South,Phase 1,,,1509.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4022,STERLINGTON 500 SWYD,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4023,DPP-2025,Central,Phase 1,,,185.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4023,WABASH RIVER STAUNTON 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4024,DPP-2026,East (ITC),,,,1499.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4024,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4025,DPP-2026,East (ITC),,,,1499.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4025,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4026,DPP-2026,East (ITC),,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4026,BEECHER KNOWLES 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4027,DPP-2025,South,Phase 1,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4027,AECC MCDOUGAL TEXAS EASTERN STA 8 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4028,DPP-2025,East (ATC),Phase 1,,,324.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4028,NORTH CREEK 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4029,DPP-2025,South,Phase 1,,,85.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4029,HYBAR 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4030,DPP-2025,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4030,MAYFLOWER115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4031,DPP-2025,Central,Phase 1,,,245.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4031,7MEREDOSIA 7TURNER 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4032,DPP-2025,West,Phase 1,,,442.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4032,ASTORIA BROOKINGS COUNTY 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4033,DPP-2026,Central,,,,156.8,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4033,7LATHAM KINCAID B 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4034,DPP-2026,Central,,,,70.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4034,SANDFORD 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4035,DPP-2025,South,Phase 1,,,113.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4035,SEDGEWICK SS AECC LIGHT 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4036,DPP-2025,South,Phase 1,,,160.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4036,WYNNE INDUSTRIAL,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4037,DPP-2025,West,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4037,FRANKLIN WALL LAKE 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4038,DPP-2025,South,Phase 1,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4038,BRINKLEY EAST AECC PALESTINE 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4039,DPP-2026,Central,,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4039,CAYUGA FRANKFORT 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4040,DPP-2026,East (ITC),,,,735.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4040,PALISADES SWITCHYARD,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4041,DPP-2026,Central,,,,220.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4041,SHOCKEY,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4043,DPP-2026,East (ITC),,,,178.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4043,ONEIDA,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4044,DPP-2026,East (ITC),,,,190.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4044,BEECHER SEEMLESS EAST 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4046,DPP-2025,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4046,CONEHOMA CREEK CARTHAGE MS 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4047,DPP-2026,East (ITC),,,,160.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4047,KARN THETFORD ATLANTA 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4048,DPP-2026,East (ITC),,,,110.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4048,MEYER LUDINGTON 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4049,DPP-2025,South,Phase 1,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4049,RILLA,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4050,DPP-2025,South,Phase 1,,,220.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4050,NELSON 500 SWYD RICHARD 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4051,DPP-2025,South,Phase 1,,,220.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4051,NELSON 500 SWYD RICHARD 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4052,DPP-2025,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4052,NELSON 500 SWYD RICHARD 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4053,DPP-2026,East (ITC),,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4053,KEYSTONE WEXFORD 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4054,DPP-2026,East (ITC),,,,146.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4054,CLAREMONT LAYTON 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4055,DPP-2026,East (ITC),,,,198.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4055,PEDDLER,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4056,DPP-2025,West,Phase 1,,,310.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4056,LEHIGH MARSHALLTOWN TWINKLE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4057,DPP-2025,West,Phase 1,,,127.4,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4057,YANKEE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4058,DPP-2026,East (ITC),,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4058,WYATT,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4059,DPP-2025,West,Phase 1,,,129.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4059,BLUE LAKE MCLEOD GRE 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4060,DPP-2025,West,Phase 1,,,129.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4060,BLUE LAKE MCLEOD GRE 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4061,DPP-2026,East (ITC),,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4061,KNOWLES MOORE ROAD 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4063,DPP-2026,Central,,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4063,GIBSON STA BEDFORD 345 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4064,DPP-2025,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4064,WEBB,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4065,DPP-2025,West,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4065,NININGER 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4066,DPP-2026,East (ITC),,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4066,WEIDMAN DEERFIELD 69 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4067,DPP-2025,South,Phase 1,,,180.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4067,BATESVILLE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4068,DPP-2025,West,Phase 1,,,232.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4068,LEHIGH MARSHALLTOWN TWINKLE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4069,DPP-2025,East (ATC),Phase 1,,,169.93,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4069,KELLY ACKLEY 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4070,DPP-2026,West,,,,40.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4070,LINTON NW,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4071,DPP-2026,South,,,,1500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4071,COLY,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4072,DPP-2026,West,,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4072,CEDAR MOUNTAIN LYON COUNTY 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4073,DPP-2025,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4073,LULA JONESTOWN SS 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4074,DPP-2025,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4074,TWIST,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4075,DPP-2025,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4075,VILLE PLATTE WEST FORK 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4076,DPP-2025,South,Phase 1,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4076,NELSON 500 SWYD RICHARD 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4077,DPP-2026,West,,,,45.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4077,LINTON NW,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4078,DPP-2026,West,,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4078,ADAMS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4079,DPP-2026,South,,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4079,NELSON 230 SWYD PENTON ROAD CLECO 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4080,DPP-2026,South,,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4080,STUTTGART RICUSKEY WOODWARD 230 SUB 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4081,DPP-2026,West,,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4081,BIG STONE SOUTH 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4082,DPP-2026,South,,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4082,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4083,DPP-2026,South,,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4083,PURVIS BULK 161 HINTONVILLE 161 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4085,DPP-2025,East (ATC),Phase 1,,,42.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4085,NORDIC,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4086,DPP-2026,West,,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4086,OTTUMWA GENERATION TRI COUNTY 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4087,DPP-2026,West,,,,183.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4087,SOUTH BEND,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4088,DPP-2025,South,Phase 1,,,340.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4088,WHEATLEY 500KV SWITCHING STATION BEING BUILT BY J1710 J1820,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4089,DPP-2026,West,,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4089,HAYWARD,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4090,DPP-2026,Central,,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4090,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4091,DPP-2025,West,Phase 1,,,295.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4091,ALEXANDRIA BISON 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4092,DPP-2026,South,,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4092,DERIDDER LONGVILLE 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4093,DPP-2026,East (ITC),,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4093,PERE MARQUETTE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4094,DPP-2026,East (ITC),,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4094,GRASSMERE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4095,DPP-2026,East (ITC),,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4095,GRASSMERE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4096,DPP-2026,West,,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4096,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4097,DPP-2025,East (ATC),Phase 1,,,71.5,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4097,NEW J1377 ATC SWITCHING STATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4098,DPP-2025,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4098,RORK SELLERS ROAD 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4099,DPP-2026,West,,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4099,FOX LAKE JACKSON NORTH 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4100,DPP-2025,South,Phase 1,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4100,COLY WILLOW GLEN 500 SWYD 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4101,DPP-2025,East (ATC),Phase 1,,,71.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4101,UNIVERSITY UWW,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4102,DPP-2026,East (ITC),,,,539.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4102,WEEDS LAKE HIPLE 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4103,DPP-2025,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4103,ONALASKA,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4104,DPP-2025,South,Phase 1,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4104,ROCKY CREEK CROCKETT SWEPCO 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4105,DPP-2025,West,Phase 1,,,250.0,50.0,,2026-03-01,2026-03-01,2026-03-01,P::J4105,BUFFALO 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4106,DPP-2025,West,Phase 1,,,250.0,50.0,,2026-03-01,2026-03-01,2026-03-01,P::J4106,BUFFALO 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4107,DPP-2025,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4107,SOUTHWEST LONE STAR 161 MISSISSIPPI HUB 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4108,DPP-2025,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4108,SAREPTA,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J4109,DPP-2025,South,Phase 1,,,1300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J4109,DONALDSONVILLE EVERGREEN 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
