trial,pr_auc,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,n,positive_rate,roc_auc,brier,ece,log_loss,precision_at_5pct,recall_at_5pct,lift_at_5pct,withdrawn_mw_capture_at_5pct,precision_at_10pct,recall_at_10pct,lift_at_10pct,withdrawn_mw_capture_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct,withdrawn_mw_capture_at_20pct,pr_lift,val_prevalence,status,model,split,best_iteration,added_features,join_note,n_features,goal
48,0.08399258865168337,0.06672169978338263,102,7,86,0.811017109223443,0.5496613246218729,0.0025622783017047596,8.63072311491442e-06,1666.0,0.04141656662665066,0.7227636964235478,0.050915095328071105,0.040002353983834275,0.19246761402695817,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.04727939678011005,0.10179640718562874,0.2463768115942029,2.457866874945761,0.21398002853067047,0.09580838323353294,0.463768115942029,2.3132864705371867,0.39514978601997147,2.0279949665754273,0.04141656662665066,ok,lightgbm_hpo_trial_48,val,551,[],,85,below_strong
49,0.05071035731404478,0.011612614701333566,86,7,96,0.747948076127232,0.515921372201555,0.0068206105362384585,0.00018249040102451906,1666.0,0.04141656662665066,0.5626945450255461,0.046573762191978965,0.0831010457364105,0.2133856797368534,0.023809523809523808,0.028985507246376812,0.5748792270531401,0.029549622987568778,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.10597106174852251,0.06287425149700598,0.30434782608695654,1.5180942462900286,0.22804157326268595,1.224397902684038,0.04141656662665066,ok,lightgbm_hpo_trial_49,val,15,[],,85,below_strong
50,0.06417473691644678,0.02756249530745912,95,6,65,0.7094139694937178,0.5024039829072308,0.0010479218793837104,3.7340697968083515e-05,1666.0,0.04141656662665066,0.6437024130389408,0.04623473971172778,0.08187805095795525,0.21170372500394558,0.047619047619047616,0.057971014492753624,1.1497584541062802,0.03016099449765641,0.059880239520958084,0.14492753623188406,1.4458040440857416,0.08569390666394947,0.08682634730538923,0.42028985507246375,2.0964158639243253,0.29967393519461993,1.5494943725043526,0.04141656662665066,ok,lightgbm_hpo_trial_50,val,9,[],,85,below_strong
51,0.07546577189516078,0.013504555331948428,118,7,81,0.6924655078894109,0.6909769360670965,0.2451157673631582,1.9637170713856732e-05,1666.0,0.04141656662665066,0.722931583675914,0.04610465875644689,0.08128063842952687,0.21139240405137064,0.011904761904761904,0.014492753623188406,0.28743961352657005,0.007642143876095374,0.0658682634730539,0.15942028985507245,1.590384448494316,0.1197269207254942,0.07784431137724551,0.37681159420289856,1.8795452573114642,0.3190340330140615,1.822115593874462,0.04141656662665066,ok,lightgbm_hpo_trial_51,val,4,[],,85,below_strong
52,0.09543091016403564,0.01545110688619168,58,6,77,0.6825941408678344,0.5796390839095026,0.0966995749830174,4.3395994501750625e-06,1666.0,0.04141656662665066,0.7625983501674336,0.04573239836842586,0.08020930735404683,0.20962296387643706,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.059608722233543916,0.08383233532934131,0.2028985507246377,2.024125661720038,0.1621153454249032,0.11077844311377245,0.5362318840579711,2.6747374815586222,0.4356022009374363,2.3041724106272956,0.04141656662665066,ok,lightgbm_hpo_trial_52,val,5,[],,85,below_strong
53,0.09735580730956075,0.015523075731914316,75,6,76,0.6667187949077656,0.5796566859693139,0.13598211501761784,1.9754284378280474e-07,1666.0,0.04141656662665066,0.7645494722895284,0.04572903051357007,0.08032002675360655,0.20960744608448725,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.04941919706541675,0.10179640718562874,0.2463768115942029,2.457866874945761,0.18137354799266353,0.11676646706586827,0.5652173913043478,2.8193178859671963,0.45343386998165885,2.350648912720699,0.04141656662665066,ok,lightgbm_hpo_trial_53,val,5,[],,85,below_strong
54,0.10406295503383997,0.022297684594122028,57,6,75,0.6414756439292618,0.5844434649015289,0.9196544360574652,4.354538044365285e-06,1666.0,0.04141656662665066,0.7640231230658935,0.045410090496512734,0.07854684044034993,0.20806705793789046,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.06877929488485837,0.10778443113772455,0.2608695652173913,2.602447279354335,0.22783778275932343,0.11377245508982035,0.5507246376811594,2.747027683762909,0.45088648868962705,2.5125925084982232,0.04141656662665066,ok,lightgbm_hpo_trial_54,val,5,[],,85,below_strong
55,0.07883661782112746,0.023933535219583604,70,5,69,0.6406840792895764,0.5571047430979033,2.2955455964799736,2.0078976439481143e-07,1666.0,0.04141656662665066,0.6937418892307134,0.0463518299537988,0.0831813706848891,0.21248036273889787,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.07896882005298553,0.09580838323353294,0.2318840579710145,2.3132864705371867,0.197676788261667,0.08083832335329341,0.391304347826087,1.9518354595157512,0.3311595679641329,1.9035044244927297,0.04141656662665066,ok,lightgbm_hpo_trial_55,val,8,[],,85,below_strong
56,0.08033054595774254,0.02158540935362292,78,6,73,0.5985920452050792,0.655052028425514,1.7279432902206522,0.00011181032686728064,1666.0,0.04141656662665066,0.724814643398401,0.04598692160039271,0.08109779160038089,0.21080863671952102,0.047619047619047616,0.057971014492753624,1.1497584541062802,0.03627470959853271,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.1585490116160587,0.08982035928143713,0.43478260869565216,2.1687060661286126,0.4453841450988384,1.939575211095639,0.04141656662665066,ok,lightgbm_hpo_trial_56,val,4,[],,85,below_strong
57,0.09241908653231927,0.017728516261738003,86,6,65,0.6652400270159295,0.6261444115309571,0.4963301312608534,1.1905714636148173e-05,1666.0,0.04141656662665066,0.696768397266614,0.04639203408648446,0.0838489447069353,0.21265464111283236,0.13095238095238096,0.15942028985507245,3.161835748792271,0.13195435092724678,0.10179640718562874,0.2463768115942029,2.457866874945761,0.19217444467087832,0.09880239520958084,0.4782608695652174,2.385576672741474,0.39341756674138983,2.231452147287593,0.04141656662665066,ok,lightgbm_hpo_trial_57,val,8,[],,85,below_strong
58,0.07330991628664771,0.026204260789317323,70,7,83,0.6486247115182389,0.6002102878752169,4.839553189651939,2.7797998308078626e-08,1666.0,0.04141656662665066,0.721134736326264,0.04566389567554487,0.0789947370216304,0.2092629360291212,0.023809523809523808,0.028985507246376812,0.5748792270531401,0.02037905033625433,0.05389221556886228,0.13043478260869565,1.3012236396771675,0.12013450173221928,0.0718562874251497,0.34782608695652173,1.73496485290289,0.28999388628489914,1.7700626164283346,0.04141656662665066,ok,lightgbm_hpo_trial_58,val,4,[],,85,below_strong
59,0.05354697745263387,0.034779606601772935,58,8,56,0.7803946041098198,0.9105460154288381,0.705473666800007,3.215055717999161e-06,1666.0,0.04141656662665066,0.6058370313903787,0.04659030539232442,0.08345544584605863,0.21364746308402205,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.056042388424699406,0.0718562874251497,0.17391304347826086,1.73496485290289,0.09567964132871408,0.05389221556886228,0.2608695652173913,1.3012236396771675,0.17373140411656818,1.2928878903780874,0.04141656662665066,ok,lightgbm_hpo_trial_59,val,1,[],,85,below_strong
60,0.09369307737525483,0.19745602576641044,97,5,73,0.7277262508926006,0.585231269782443,9.862427934238156,1.5506285213092557e-07,1666.0,0.04141656662665066,0.7228453713030772,0.04603904829838198,0.08438084976167058,0.2104838204733717,0.13095238095238096,0.15942028985507245,3.161835748792271,0.1343998369675973,0.10778443113772455,0.2608695652173913,2.602447279354335,0.23527613613205625,0.09580838323353294,0.463768115942029,2.3132864705371867,0.49409007540248623,2.262212563872095,0.04141656662665066,ok,lightgbm_hpo_trial_60,val,2,[],,85,below_strong
61,0.09374365136858419,0.019047050981898118,57,6,77,0.681443234568657,0.574102132600735,0.048675603570999613,4.048768497135128e-06,1666.0,0.04141656662665066,0.7599575290626446,0.04559126723583522,0.07981648917855377,0.20892043268854182,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.059608722233543916,0.0718562874251497,0.17391304347826086,1.73496485290289,0.14683105767271246,0.11077844311377245,0.5362318840579711,2.6747374815586222,0.4356022009374363,2.2634336692762504,0.04141656662665066,ok,lightgbm_hpo_trial_61,val,5,[],,85,below_strong
62,0.10392842784964332,0.015204345415419106,62,6,67,0.621078663934876,0.631056121010109,0.11800488151322308,7.984898605259963e-07,1666.0,0.04141656662665066,0.732836931565526,0.046375014146492664,0.08389184269706049,0.2126055242261195,0.14285714285714285,0.17391304347826086,3.449275362318841,0.16557978398206644,0.11377245508982035,0.2753623188405797,2.747027683762909,0.26339922559608725,0.11976047904191617,0.5797101449275363,2.891608088171483,0.5467699205217037,2.5093443593841416,0.04141656662665066,ok,lightgbm_hpo_trial_62,val,8,[],,85,below_strong
63,0.10177558401202286,0.014984643058978935,66,6,68,0.5957640749569539,0.6226204272598467,0.14145421813891787,6.039633219187462e-07,1666.0,0.04141656662665066,0.7372882124998865,0.046383330274320005,0.08394911964279814,0.2126414997389175,0.14285714285714285,0.17391304347826086,3.449275362318841,0.16557978398206644,0.10778443113772455,0.2608695652173913,2.602447279354335,0.25881393927043,0.09880239520958084,0.4782608695652174,2.385576672741474,0.4316282861218667,2.4573641009279723,0.04141656662665066,ok,lightgbm_hpo_trial_63,val,8,[],,85,below_strong
64,0.0881418100775075,0.014154618847744098,64,5,68,0.5765752074700065,0.6306776390706015,0.04389646993238896,1.2286484631611926e-06,1666.0,0.04141656662665066,0.7277912390079224,0.04644091357979693,0.08261342406397257,0.21298923907223233,0.15476190476190477,0.18840579710144928,3.7367149758454112,0.1794375382107194,0.11976047904191617,0.2898550724637681,2.891608088171483,0.32005298553087425,0.09281437125748503,0.4492753623188406,2.2409962683328994,0.4657631954350927,2.128177617233732,0.04141656662665066,ok,lightgbm_hpo_trial_64,val,1,[],,85,below_strong
65,0.05716828329759106,0.017265199851810725,47,6,62,0.543426118284563,0.6576203153964749,4.088465386729657e-07,5.429790301023552e-07,1666.0,0.04141656662665066,0.5904549290789797,0.046429341903334365,0.08212704925400838,0.21292010149885163,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.024964336661911554,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.07591196250254738,0.04790419161676647,0.2318840579710145,1.1566432352685934,0.1829019767678826,1.3803240575911118,0.04141656662665066,ok,lightgbm_hpo_trial_65,val,2,[],,85,below_strong
66,0.09601502721361756,0.02222056055247587,66,7,72,0.5758106798560643,0.7110257838855293,0.33669427120574374,4.949237087521562e-05,1666.0,0.04141656662665066,0.6763632898641474,0.04650026206072469,0.08332315428075202,0.21324223498776354,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.10444263297330345,0.1497005988023952,0.36231884057971014,3.6145101102143538,0.35928265742816384,0.08383233532934131,0.4057971014492754,2.024125661720038,0.40982270226207457,2.3182758744621283,0.04141656662665066,ok,lightgbm_hpo_trial_66,val,2,[],,85,below_strong
67,0.10780092600252333,0.019573735223406746,53,7,68,0.6221906236233041,0.6110190245984372,0.01940413364024773,2.189142423290661e-06,1666.0,0.04141656662665066,0.7561097347381414,0.046224156570937834,0.08389006066186375,0.21186967537379822,0.10714285714285714,0.13043478260869565,2.5869565217391304,0.14316282861218668,0.11377245508982035,0.2753623188405797,2.747027683762909,0.29091094355003055,0.12874251497005987,0.6231884057971014,3.108478694784344,0.6074994905237416,2.6028455466696214,0.04141656662665066,ok,lightgbm_hpo_trial_67,val,8,[],,85,below_strong
68,0.05707655929908763,0.019592091134569015,39,6,59,0.6116857487589471,0.6413281037079968,0.020715398631455335,2.266560281463997e-06,1666.0,0.04141656662665066,0.5887942065285454,0.04642328194787883,0.08207952380850222,0.21288628455276495,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.024964336661911554,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.07591196250254738,0.04790419161676647,0.2318840579710145,1.1566432352685934,0.1829019767678826,1.378109388293913,0.04141656662665066,ok,lightgbm_hpo_trial_68,val,2,[],,85,below_strong
69,0.06278230914005829,0.02531704133257012,62,7,66,0.6259180693487947,0.6760235154883228,0.8448152944016782,5.272944194842209e-08,1666.0,0.04141656662665066,0.60570544408447,0.04642857100958993,0.08253794459700697,0.21289731105891865,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.07132667617689016,0.09580838323353294,0.2318840579710145,2.3132864705371867,0.1767882616670063,0.07784431137724551,0.37681159420289856,1.8795452573114642,0.34012635011208475,1.5158743047440162,0.04141656662665066,ok,lightgbm_hpo_trial_69,val,2,[],,85,below_strong
70,0.04935067002017289,0.019321827615892073,44,8,53,0.5978554409249976,0.9935245282369738,0.1590212590312434,1.003700813089134e-05,1666.0,0.04141656662665066,0.5607887978365231,0.04650987196098012,0.0827097057913504,0.2132995261470726,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.04585286325657224,0.0658682634730539,0.15942028985507245,1.590384448494316,0.09170572651314449,0.05389221556886228,0.2608695652173913,1.3012236396771675,0.17373140411656818,1.1915683515015658,0.04141656662665066,ok,lightgbm_hpo_trial_70,val,1,[],,85,below_strong
71,0.1035779589952742,0.01313577064877585,53,7,69,0.523831887689316,0.6108252617637844,0.006109241740405941,7.609311388179876e-07,1666.0,0.04141656662665066,0.7550071238644923,0.04631901659834811,0.08357714452783516,0.2123660370622889,0.08333333333333333,0.10144927536231885,2.0120772946859904,0.10240472793967802,0.10179640718562874,0.2463768115942029,2.457866874945761,0.24251069900142652,0.11676646706586827,0.5652173913043478,2.8193178859671963,0.525881393927043,2.500882314291693,0.04141656662665066,ok,lightgbm_hpo_trial_71,val,8,[],,85,below_strong
72,0.06695893635523531,0.01666568217486311,55,7,69,0.5194173896546809,0.6208637445958785,0.005018891826295896,2.120814487713996e-05,1666.0,0.04141656662665066,0.6637944334032106,0.04636906734234587,0.0822127350272806,0.21264416680926365,0.047619047619047616,0.057971014492753624,1.1497584541062802,0.04075810067250866,0.0658682634730539,0.15942028985507245,1.590384448494316,0.12237619726920726,0.0718562874251497,0.34782608695652173,1.73496485290289,0.36539637252904017,1.6167186662003195,0.04141656662665066,ok,lightgbm_hpo_trial_72,val,2,[],,85,below_strong
73,0.0855372938069411,0.013314901639268621,52,6,64,0.5288594449287143,0.6052619315185129,0.023865310300495268,8.115793655325545e-07,1666.0,0.04141656662665066,0.7191473142577115,0.04638049257346046,0.08328769212031789,0.21264851869666204,0.08333333333333333,0.10144927536231885,2.0120772946859904,0.08610148767067455,0.10778443113772455,0.2608695652173913,2.602447279354335,0.19563888322804157,0.09281437125748503,0.4492753623188406,2.2409962683328994,0.3714081923782352,2.0652917606139694,0.04141656662665066,ok,lightgbm_hpo_trial_73,val,8,[],,85,below_strong
74,0.07766366919962006,0.014773304256952426,32,7,60,0.5446730749909023,0.6874090860870796,0.05030478387271347,3.8128000667306107e-07,1666.0,0.04141656662665066,0.6773479259118093,0.04653951619345104,0.08436072357506769,0.21330220831680044,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.06572243733442022,0.09580838323353294,0.2318840579710145,2.3132864705371867,0.14825759119625026,0.08383233532934131,0.4057971014492754,2.024125661720038,0.32046056653759936,1.8751836650227107,0.04141656662665066,ok,lightgbm_hpo_trial_74,val,8,[],,85,below_strong
75,0.12127942234857736,0.011200226058035638,61,8,74,0.5679171376041632,0.6387937621788542,0.07788846136568688,6.331413597450314e-06,1666.0,0.04141656662665066,0.7570444583594239,0.04609722787546199,0.08246528269291276,0.2113490427253545,0.11904761904761904,0.14492753623188406,2.8743961352657004,0.14825759119625026,0.1497005988023952,0.36231884057971014,3.6145101102143538,0.3608110862033829,0.12574850299401197,0.6086956521739131,3.0361884925800573,0.580293458324842,2.9282828642424623,0.04141656662665066,ok,lightgbm_hpo_trial_75,val,9,[],,85,below_strong
76,0.07927199243059167,0.012733699125592073,49,6,87,0.5522901928366597,0.6447690605898271,0.008946683625611558,1.8103813031753452e-06,1666.0,0.04141656662665066,0.7189204395923514,0.046152409648344224,0.08139214221895535,0.2116230857131226,0.0,0.0,0.0,0.0,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.15865090686773997,0.09281437125748503,0.4492753623188406,2.2409962683328994,0.43111880986346035,1.9140165128893585,0.04141656662665066,ok,lightgbm_hpo_trial_76,val,4,[],,85,below_strong
77,0.07354926312428062,0.01116894731252695,61,7,81,0.5881518088842845,0.6620934750805652,0.09464940283902981,5.955221371875738e-06,1666.0,0.04141656662665066,0.7075585563511294,0.04616485321596874,0.08140386127435284,0.2116847088738387,0.011904761904761904,0.014492753623188406,0.28743961352657005,0.007642143876095374,0.059880239520958084,0.14492753623188406,1.4458040440857416,0.10953739555736702,0.07784431137724551,0.37681159420289856,1.8795452573114642,0.3190340330140615,1.7758416284790075,0.04141656662665066,ok,lightgbm_hpo_trial_77,val,4,[],,85,below_strong
78,0.054137168570150315,0.014241433089108078,55,8,50,0.6228461481150118,0.7377146445748802,0.07092466399577083,7.371137740481343e-07,1666.0,0.04141656662665066,0.5980643053551497,0.046504154210115514,0.08267600016362456,0.21327907616864705,0.08333333333333333,0.10144927536231885,2.0120772946859904,0.06684328510291421,0.09580838323353294,0.2318840579710145,2.3132864705371867,0.19349908294273488,0.0718562874251497,0.34782608695652173,1.73496485290289,0.31791318524556755,1.3071380121430498,0.04141656662665066,ok,lightgbm_hpo_trial_78,val,1,[],,85,below_strong
79,0.10487071649353535,0.010927796121160295,67,6,67,0.5702428653646306,0.6330544607575044,0.963030023909943,2.4995378630105275e-06,1666.0,0.04141656662665066,0.7384089733467643,0.046387033956871,0.08317781457112178,0.21271343573633614,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.08813939270429998,0.1437125748502994,0.34782608695652173,3.46992970580578,0.29855308742612596,0.11676646706586827,0.5652173913043478,2.8193178859671963,0.5202771550845731,2.5320958504091293,0.04141656662665066,ok,lightgbm_hpo_trial_79,val,8,[],,85,below_strong
80,0.08477742006250034,0.010954711348209412,67,5,67,0.564230079523725,0.627845222994745,2.9313341793458796,4.314646651914812e-07,1666.0,0.04141656662665066,0.6833510295572315,0.046398502146880065,0.08201152446222443,0.21279364317148441,0.11904761904761904,0.14492753623188406,2.8743961352657004,0.129406969635215,0.059880239520958084,0.14492753623188406,1.4458040440857416,0.129406969635215,0.0718562874251497,0.34782608695652173,1.73496485290289,0.35969023843488895,2.046944664117762,0.04141656662665066,ok,lightgbm_hpo_trial_80,val,2,[],,85,below_strong
81,0.07371150853039696,0.01119547143382782,46,6,71,0.5198261236038493,0.6373892372874332,0.8638185430313474,2.2298417626401116e-06,1666.0,0.04141656662665066,0.6872169738549635,0.04640921067023438,0.08231678216075491,0.21283985740935643,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.06521296107601386,0.05389221556886228,0.13043478260869565,1.3012236396771675,0.10597106174852251,0.0748502994011976,0.36231884057971014,1.8072550551071769,0.3572447523945384,1.779759032052773,0.04141656662665066,ok,lightgbm_hpo_trial_81,val,2,[],,85,below_strong
82,0.09427653514426383,0.013351046546697004,62,6,63,0.5671807283649604,0.5931290439863621,0.2952481373518248,6.656876351685584e-06,1666.0,0.04141656662665066,0.7409272821322588,0.046352063044272473,0.08327583479076353,0.2125282971367347,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.08049724882820461,0.10179640718562874,0.2463768115942029,2.457866874945761,0.17281434685143673,0.11377245508982035,0.5507246376811594,2.747027683762909,0.45852863256572246,2.276300109425269,0.04141656662665066,ok,lightgbm_hpo_trial_82,val,8,[],,85,below_strong
83,0.12293389704320322,0.017945172379624095,54,7,74,0.5919863595006745,0.6171623520593984,0.031082137247312208,7.814146833676826e-08,1666.0,0.04141656662665066,0.7631972992839835,0.04589940514072795,0.08214574528246865,0.21036811475881606,0.15476190476190477,0.18840579710144928,3.7367149758454112,0.22773588750764215,0.1497005988023952,0.36231884057971014,3.6145101102143538,0.39851232932545344,0.12574850299401197,0.6086956521739131,3.0361884925800573,0.6048502139800286,2.968230035854733,0.04141656662665066,ok,lightgbm_hpo_trial_83,val,9,[],,85,below_strong
84,0.09990043367241025,0.01479395184857348,71,6,68,0.5893212195780397,0.6173989036453865,0.0014977330451555737,1.018220021004726e-07,1666.0,0.04141656662665066,0.7325011570607932,0.04638200614223592,0.0838599893288699,0.2126339123852312,0.14285714285714285,0.17391304347826086,3.449275362318841,0.16557978398206644,0.10778443113772455,0.2608695652173913,2.602447279354335,0.25881393927043,0.10778443113772455,0.5217391304347826,2.602447279354335,0.4856327695129407,2.412088731858485,0.04141656662665066,ok,lightgbm_hpo_trial_84,val,8,[],,85,below_strong
85,0.08005054918434878,0.018290133861571408,51,5,74,0.5842756141553177,0.599008935206581,0.16750153126192432,1.7633836653100054e-08,1666.0,0.04141656662665066,0.7250460555570681,0.04579914315068438,0.07962749696289603,0.2099407550657219,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.033421642551457104,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.10240472793967802,0.059880239520958084,0.2898550724637681,1.4458040440857416,0.1879967393519462,1.9328147092916679,0.04141656662665066,ok,lightgbm_hpo_trial_85,val,4,[],,85,below_strong
86,0.049130823216876555,0.020397205562215717,54,7,57,0.5028299240453379,0.6523922014832481,0.00023125863872432064,6.65684196105382e-08,1666.0,0.04141656662665066,0.5233363280789161,0.046438183960715196,0.08215769695114278,0.21295424340115282,0.023809523809523808,0.028985507246376812,0.5748792270531401,0.014774811493784389,0.05389221556886228,0.13043478260869565,1.3012236396771675,0.09629101283880172,0.06287425149700598,0.30434782608695654,1.5180942462900286,0.2544324434481353,1.1862601663669037,0.04141656662665066,ok,lightgbm_hpo_trial_86,val,2,[],,85,below_strong
87,0.08106496694701949,0.12737823862261013,58,9,78,0.6153792619515103,0.6096839406351845,0.014311652106007447,1.1914458487911783e-06,1666.0,0.04141656662665066,0.7176181790131859,0.052248072165347985,0.03789946833437566,0.19629656347083585,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.05543101691461178,0.0658682634730539,0.15942028985507245,1.590384448494316,0.12522926431628287,0.09880239520958084,0.4782608695652174,2.385576672741474,0.45312818422661505,1.9573077526628186,0.04141656662665066,ok,lightgbm_hpo_trial_87,val,198,[],,85,below_strong
88,0.10295026337582153,0.012575721097569704,68,8,71,0.63980719287793,0.6683423772243042,0.005225502227167105,3.1766884702247884e-07,1666.0,0.04141656662665066,0.7064786329440165,0.04640914727355107,0.08368110091592801,0.21276910686941067,0.15476190476190477,0.18840579710144928,3.7367149758454112,0.1268595883431832,0.11976047904191617,0.2898550724637681,2.891608088171483,0.2074587324230691,0.10479041916167664,0.5072463768115942,2.5301570771500477,0.42296718972895864,2.485726649045198,0.04141656662665066,ok,lightgbm_hpo_trial_88,val,8,[],,85,below_strong
89,0.12987369863540033,0.012629421932210448,48,8,75,0.6501072687204501,0.7050753080302541,0.005120042223941405,3.1469509514004185e-08,1666.0,0.04141656662665066,0.7707613006270816,0.045992626811419274,0.08224984097307847,0.2108523700513839,0.19047619047619047,0.2318840579710145,4.599033816425121,0.27307927450580805,0.1437125748502994,0.34782608695652173,3.46992970580578,0.3697778683513348,0.1377245508982036,0.6666666666666666,3.325349301397206,0.6383737517831669,3.1357910424141586,0.04141656662665066,ok,lightgbm_hpo_trial_89,val,9,[],,85,below_strong
90,0.09848466537530448,0.010716356454449022,43,8,76,0.5325869436788278,0.6978595212387285,0.0015283909609826658,1.2164861262698898e-07,1666.0,0.04141656662665066,0.7452469757607108,0.046046791335616157,0.08193109672072232,0.21110360489001936,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.04585286325657224,0.12574850299401197,0.30434782608695654,3.0361884925800573,0.26054615854901164,0.12874251497005987,0.6231884057971014,3.108478694784344,0.5650091705726513,2.377905108916772,0.04141656662665066,ok,lightgbm_hpo_trial_90,val,9,[],,85,below_strong
91,0.0813357067291715,0.011752793924874263,48,8,72,0.6458077331450645,0.6671740622490117,0.003186673586901437,2.5725356951487875e-07,1666.0,0.04141656662665066,0.6695162124635866,0.04642102055382798,0.08367165715853711,0.21270539830817828,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.10953739555736702,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.18076217648257592,0.08982035928143713,0.43478260869565216,2.1687060661286126,0.389341756674139,1.963844745084054,0.04141656662665066,ok,lightgbm_hpo_trial_91,val,15,[],,85,below_strong
92,0.1387293999237239,0.01383359844536678,60,8,75,0.6340745401148414,0.7187095681167999,0.005848522003835118,3.425584541017569e-08,1666.0,0.04141656662665066,0.7743050829000028,0.04594461108930496,0.08220753683740889,0.21063044361344446,0.16666666666666666,0.2028985507246377,4.024154589371981,0.2297737925412676,0.15568862275449102,0.37681159420289856,3.7590905146229283,0.40595068269818624,0.12874251497005987,0.6231884057971014,3.108478694784344,0.6225799877725698,3.3496113083032473,0.04141656662665066,ok,lightgbm_hpo_trial_92,val,9,[],,85,below_strong
93,0.04105860338321403,0.013607308621952498,60,9,75,0.656080737215422,0.7551831030275087,0.012285420248702208,3.2089196032962525e-08,1666.0,0.04141656662665066,0.411627780349024,0.046597961362794385,0.082799954134468,0.21370726067040055,0.047619047619047616,0.057971014492753624,1.1497584541062802,0.024352965151823926,0.029940119760479042,0.07246376811594203,0.7229020220428708,0.030466680252700225,0.020958083832335328,0.10144927536231885,0.5060314154300095,0.07122478092520888,0.9913570034265881,0.04141656662665066,ok,lightgbm_hpo_trial_93,val,1,[],,85,below_strong
94,0.09872244431387553,0.01649280983693643,56,9,85,0.5546394354177142,0.7144212050660991,0.004647650487764093,2.231353460048215e-08,1666.0,0.04141656662665066,0.7343388418502083,0.04588179115968888,0.08164941952928115,0.21024252332390114,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.07988587731811697,0.08383233532934131,0.2028985507246377,2.024125661720038,0.13959649480334216,0.09281437125748503,0.4492753623188406,2.2409962683328994,0.4121662930507438,2.3836462641582123,0.04141656662665066,ok,lightgbm_hpo_trial_94,val,9,[],,85,below_strong
95,0.10299171481001619,0.022982635890272395,52,8,81,0.6331331220414979,0.7270631643925131,0.03492111940449133,4.143797376921058e-08,1666.0,0.04141656662665066,0.7171281297360086,0.045726868171806934,0.08111938097198104,0.2094256340224256,0.09523809523809523,0.11594202898550725,2.2995169082125604,0.06969635214998982,0.11377245508982035,0.2753623188405797,2.747027683762909,0.21856531485632769,0.11976047904191617,0.5797101449275363,2.891608088171483,0.5304666802527003,2.486727490920101,0.04141656662665066,ok,lightgbm_hpo_trial_95,val,9,[],,85,below_strong
96,0.0481378786402276,0.012574465227355466,63,7,66,0.6061227989390918,0.8137310702029,0.06959069619446437,3.0912571015423265e-06,1666.0,0.04141656662665066,0.5684979989654515,0.046507825345815455,0.08261352639897085,0.2132969843562039,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.04075810067250866,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.10444263297330345,0.029940119760479042,0.14492753623188406,0.7229020220428708,0.13613205624617894,1.1622855915162202,0.04141656662665066,ok,lightgbm_hpo_trial_96,val,1,[],,85,below_strong
97,0.10387787336144569,0.01591825327622726,40,8,79,0.5758332652026847,0.6833651541922348,0.00826718091476412,8.035738077357281e-08,1666.0,0.04141656662665066,0.7486364832611871,0.04583948787386212,0.0816858947716379,0.21006311914578427,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.04483391073975953,0.1437125748502994,0.34782608695652173,3.46992970580578,0.2932545343386998,0.12574850299401197,0.6086956521739131,3.0361884925800573,0.5629712655390259,2.5081237249299786,0.04141656662665066,ok,lightgbm_hpo_trial_97,val,9,[],,85,below_strong
