trial,pr_auc,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,n,positive_rate,roc_auc,brier,ece,log_loss,precision_at_5pct,recall_at_5pct,lift_at_5pct,withdrawn_mw_capture_at_5pct,precision_at_10pct,recall_at_10pct,lift_at_10pct,withdrawn_mw_capture_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct,withdrawn_mw_capture_at_20pct,pr_lift,val_prevalence,status,model,split,best_iteration,added_features,join_note,n_features,goal
31,0.0907187613659596,0.010305116872697381,102,8,75,0.9137355682809312,0.5264558438014028,2.046289982166552e-05,4.81180230365975e-08,1666.0,0.04141656662665066,0.7520396032415853,0.04588294083121966,0.08096861419253171,0.2103370430590532,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.028021194212349703,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.18962706337884655,0.11377245508982035,0.5507246376811594,2.747027683762909,0.49979620949663744,2.1903979193578076,0.04141656662665066,ok,lightgbm_hpo_trial_31,val,7,[],,85,below_strong
32,0.04258455828029575,0.01218159732819288,90,7,100,0.8832063400336669,0.5580513445913898,8.644299084873778e-08,3.970810148616636e-07,1666.0,0.04141656662665066,0.40336954252992474,0.04658961377342588,0.08279613584124465,0.21367158187574764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0282010738401846,0.04141656662665066,ok,lightgbm_hpo_trial_32,val,1,[],,85,below_strong
33,0.09745820650633644,0.016350011916584056,123,8,74,0.8132202492892369,0.609991075413654,1.8914248121373966e-06,4.962479811099583e-05,1666.0,0.04141656662665066,0.7663463196391785,0.045736956721553645,0.08020868056008398,0.20962103948212416,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.08151620134501732,0.08383233532934131,0.2028985507246377,2.024125661720038,0.20684736091298145,0.10479041916167664,0.5072463768115942,2.5301570771500477,0.5522722641124923,2.3531213339066164,0.04141656662665066,ok,lightgbm_hpo_trial_33,val,6,[],,85,below_strong
34,0.05378088270275626,0.015880754963444384,125,9,95,0.8107371168752001,0.6071496714938711,1.0510452471983265e-06,5.5767007282507046e-05,1666.0,0.04141656662665066,0.594211973537339,0.04623591572150307,0.08122910127994902,0.2113488706559743,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.04075810067250866,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.1110658243325861,0.05688622754491018,0.2753623188405797,1.3735138418814545,0.2145914000407581,1.2985355156926368,0.04141656662665066,ok,lightgbm_hpo_trial_34,val,21,[],,85,below_strong
35,0.07851573255705581,0.020980975748114156,115,6,84,0.7930294645350578,0.5931545387122333,1.688394864788783e-06,0.0004888118442950662,1666.0,0.04141656662665066,0.7261577414173315,0.045762678063700005,0.07989919573386028,0.20970624077555167,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.03005909924597514,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.06378642755247606,0.04790419161676647,0.2318840579710145,1.1566432352685934,0.1696555940493173,1.8957566730442752,0.04141656662665066,ok,lightgbm_hpo_trial_35,val,4,[],,85,below_strong
36,0.06669820377582696,0.029535269524283817,50,10,52,0.7295593912863294,0.6180095083105727,2.3650259583068238e-07,0.20864412827551446,1666.0,0.04141656662665066,0.6492517673536431,0.04628046192871019,0.08208823807514948,0.21216466952082558,0.08333333333333333,0.10144927536231885,2.0120772946859904,0.09578153658039536,0.05389221556886228,0.13043478260869565,1.3012236396771675,0.12125534950071326,0.0658682634730539,0.3188405797101449,1.590384448494316,0.26146321581414306,1.6104232969641699,0.04141656662665066,ok,lightgbm_hpo_trial_36,val,2,[],,85,below_strong
37,0.0899757421375968,0.012414440074428936,127,3,36,0.6640253143746593,0.5645493138023173,1.5769960760893836e-06,9.808015161280832e-07,1666.0,0.04141656662665066,0.7506148303431253,0.04645736647923615,0.08248586376756437,0.21306520358642506,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.0708171999184838,0.08982035928143713,0.21739130434782608,2.1687060661286126,0.23894436519258203,0.08682634730538923,0.42028985507246375,2.0964158639243253,0.4202160179335643,2.1724577739309607,0.04141656662665066,ok,lightgbm_hpo_trial_37,val,1,[],,85,below_strong
38,0.07966178008668297,0.01542145708134671,99,4,79,0.748625139891791,0.6485264040264154,0.010606118905505384,1.6556774841115747e-05,1666.0,0.04141656662665066,0.7068733948617425,0.046205137852074835,0.08160953603622173,0.21186755729792545,0.011904761904761904,0.014492753623188406,0.28743961352657005,0.002547381292031791,0.08383233532934131,0.2028985507246377,2.024125661720038,0.11667006317505604,0.08982035928143713,0.43478260869565216,2.1687060661286126,0.34134909313226003,1.9234279076002005,0.04141656662665066,ok,lightgbm_hpo_trial_38,val,4,[],,85,below_strong
39,0.07556624764334562,0.04186043992213388,73,7,71,0.8308243253745762,0.625443459256871,1.4876068893888197e-08,0.0005270989700852435,1666.0,0.04141656662665066,0.7009474286025429,0.05057955494780159,0.06620685291618408,0.2010009300880531,0.07142857142857142,0.08695652173913043,1.7246376811594204,0.08151620134501732,0.0718562874251497,0.17391304347826086,1.73496485290289,0.1513144487466884,0.08682634730538923,0.42028985507246375,2.0964158639243253,0.35969023843488895,1.8245415735335335,0.04141656662665066,ok,lightgbm_hpo_trial_39,val,298,[],,85,below_strong
40,0.06908537193009133,0.011851055497140637,79,9,61,0.7908888811781938,0.5727732395599012,5.518433044678184e-06,6.112007631403552e-05,1666.0,0.04141656662665066,0.6592569400960133,0.04633885419788252,0.0825761929082531,0.21241654827589515,0.047619047619047616,0.057971014492753624,1.1497584541062802,0.06113715100876299,0.08383233532934131,0.2028985507246377,2.024125661720038,0.17067454656613001,0.08083832335329341,0.391304347826087,1.9518354595157512,0.3302425106990014,1.6680612990656836,0.04141656662665066,ok,lightgbm_hpo_trial_40,val,9,[],,85,below_strong
41,0.09088051571140551,0.012250318446665914,108,8,76,0.9100241579246835,0.5302050534399808,6.617720241949383e-05,2.7137509835208157e-07,1666.0,0.04141656662665066,0.7502200684253991,0.04581960151176366,0.08090332417230067,0.21001307284186202,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.028021194212349703,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.18962706337884655,0.11377245508982035,0.5507246376811594,2.747027683762909,0.49979620949663744,2.1943034663072694,0.04141656662665066,ok,lightgbm_hpo_trial_41,val,7,[],,85,below_strong
42,0.07581067979322581,0.010046049599758484,121,8,84,0.9501302726186297,0.5899090784367907,1.3367604107600047e-05,7.922572317000953e-06,1666.0,0.04141656662665066,0.7038151243726916,0.04603693531902821,0.08122762132603667,0.2110410178813183,0.05952380952380952,0.07246376811594203,1.4371980676328502,0.042999796209496635,0.08383233532934131,0.2028985507246377,2.024125661720038,0.13867943753821071,0.08383233532934131,0.4057971014492754,2.024125661720038,0.3256572243733442,1.830443370079916,0.04141656662665066,ok,lightgbm_hpo_trial_42,val,10,[],,85,below_strong
43,0.05005178481146893,0.01603595770728914,110,8,70,0.8542867002223569,0.5408868127148974,2.4872396623333657e-06,6.72712089937433e-07,1666.0,0.04141656662665066,0.5286406577550298,0.046316100759184756,0.08144706716237696,0.21239264001600244,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.04075810067250866,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.10087629916445894,0.059880239520958084,0.2898550724637681,1.4458040440857416,0.274200122274302,1.208496717331989,0.04141656662665066,ok,lightgbm_hpo_trial_43,val,3,[],,85,below_strong
44,0.09409659143621144,0.011720042356121157,120,7,79,0.7009700017874044,0.5071341723078674,0.000813939581475469,1.4187626386191905e-06,1666.0,0.04141656662665066,0.7340938172116196,0.045995213728875814,0.08171406137960158,0.21084448358169378,0.10714285714285714,0.13043478260869565,2.5869565217391304,0.1049521092317098,0.09580838323353294,0.2318840579710145,2.3132864705371867,0.171795394334624,0.10479041916167664,0.5072463768115942,2.5301570771500477,0.4177705318932138,2.271955381633743,0.04141656662665066,ok,lightgbm_hpo_trial_44,val,9,[],,85,below_strong
45,0.07951128746538329,0.020961039164860404,120,6,91,0.6317021101669542,0.6737807901372675,0.0005197540353774274,1.4012235790605098e-06,1666.0,0.04141656662665066,0.718031090904141,0.04597899658367723,0.0809305540622407,0.21076452950944286,0.0,0.0,0.0,0.0,0.07784431137724551,0.18840579710144928,1.8795452573114642,0.15865090686773997,0.08682634730538923,0.42028985507246375,2.0964158639243253,0.4209292846953332,1.9197942741641822,0.04141656662665066,ok,lightgbm_hpo_trial_45,val,4,[],,85,below_strong
46,0.0990289778332854,0.017354752013544566,97,7,81,0.7077709971600661,0.5027088190060808,0.02649371710208436,1.0154235144275035e-05,1666.0,0.04141656662665066,0.7391758097156806,0.0457763298538545,0.08150362281878212,0.2097365563121349,0.13095238095238096,0.15942028985507245,3.161835748792271,0.12023639698390055,0.10179640718562874,0.2463768115942029,2.457866874945761,0.2023639698390055,0.09880239520958084,0.4782608695652174,2.385576672741474,0.39739148155695947,2.3910474937717896,0.04141656662665066,ok,lightgbm_hpo_trial_46,val,9,[],,85,below_strong
47,0.06853580700063294,0.017515448719579132,92,7,79,0.7095303905274464,0.5012552905150114,0.021128753712448187,8.88622571397901,1666.0,0.04141656662665066,0.6697612371021753,0.046167607424444736,0.081207095690945,0.2116936741208068,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.03566333808844508,0.0658682634730539,0.15942028985507245,1.590384448494316,0.09781944161402079,0.08083832335329341,0.391304347826087,1.9518354595157512,0.34960260851844305,1.6547920936674565,0.04141656662665066,ok,lightgbm_hpo_trial_47,val,6,[],,85,below_strong
