n,positive_rate,pr_auc,roc_auc,brier,ece,log_loss,precision_at_5pct,recall_at_5pct,lift_at_5pct,withdrawn_mw_capture_at_5pct,precision_at_10pct,recall_at_10pct,lift_at_10pct,withdrawn_mw_capture_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct,withdrawn_mw_capture_at_20pct,pr_lift,val_prevalence,status,model,split,best_iteration,dropped_features,added_features,join_note,n_features,seed,parent_trial,goal,meets_strong,meets_stretch
1666.0,0.04141656662665066,0.05690201085977517,0.6378490466726562,0.04547074086259262,0.07318862848377979,0.20393313458401596,0.03571428571428571,0.043478260869565216,0.8623188405797102,0.043305481964540454,0.04790419161676647,0.11594202898550725,1.1566432352685934,0.13501120847768494,0.05389221556886228,0.2608695652173913,1.3012236396771675,0.2628897493376809,1.3738949288751514,0.04141656662665066,ok,catboost_champion_seed_42,val,41,[],[],,64,42,149,below_strong,False,False
1666.0,0.04141656662665066,0.06469617714150824,0.6792445981142178,0.0440424180679551,0.06178004977261822,0.19392629090035005,0.023809523809523808,0.028985507246376812,0.5748792270531401,0.04442632973303444,0.05389221556886228,0.13043478260869565,1.3012236396771675,0.12747095985327084,0.0658682634730539,0.3188405797101449,1.590384448494316,0.2889749337680864,1.5620845089529383,0.04141656662665066,ok,catboost_champion_seed_123,val,99,[],[],,64,123,149,below_strong,False,False
1666.0,0.04141656662665066,0.11862175706790735,0.7846823300935631,0.041212869871010624,0.01506228762161584,0.15975333958317983,0.08333333333333333,0.10144927536231885,2.0120772946859904,0.07947829631139189,0.10179640718562874,0.2463768115942029,2.457866874945761,0.22671693499082943,0.11976047904191617,0.5797101449275363,2.891608088171483,0.562665579783982,2.8641137286251257,0.04141656662665066,ok,catboost_champion_seed_2026,val,630,[],[],,64,2026,149,strong,True,False
