step,train_loss,val_loss,horizon_months
0.0,15392.600000000002,3678.283593750002,3.0
1.0,13949.100000000002,3417.3910156249985,3.0
2.0,17405.300000000003,2937.0015625000015,3.0
3.0,12220.0,12220.0,12.0
4.0,15392.600000000002,15392.600000000002,12.0
5.0,13949.100000000002,4269.6919921875015,12.0
6.0,17405.300000000003,7397.6148437500015,12.0
