step,train_loss,val_loss,horizon_months
0.0,15392.600000000002,1711.4057331031036,3.0
1.0,13949.100000000002,24719.109062994765,3.0
2.0,17405.300000000003,1543.679473815886,3.0
3.0,12220.0,12220.0,12.0
4.0,15392.600000000002,15392.600000000002,12.0
5.0,13949.100000000002,13949.100000000002,12.0
6.0,17405.300000000003,17405.300000000003,12.0
