project_key,start_date,stop_date,withdrawal_event,operation_event,queue_age_months,log1p_capacity_mw,technology_primary,is_hybrid,state_code,months_until_service,service_date_passed,capacity_change_pct,service_date_shift_months,years_since_last_change,other_active_projects_same_state,other_active_mw_same_state,other_active_projects_same_poi,other_active_mw_same_poi,other_active_mw_same_technology,prior_12m_withdrawal_count,prior_12m_withdrawn_mw,years_in_queue,study_phase,service_type,capacity_mw
P::B::100141,2025-12-31,2026-12-31,0,0,,4.330733340286331,other,0,,,0,,,,17.0,2186.72,6.0,397.4,9535.13,1139,222351.24,,,,75.0
P::B::APP-100016,2025-12-31,2026-12-31,0,0,4.829568788501026,6.647688373563329,natural_gas,0,LA,,0,,,,131.0,35293.82,6.0,397.4,70867.92,1139,222351.24,0.4024640657084189,Withdrawn,,770.0
P::B::APP-100087,2025-12-31,2026-12-31,0,0,4.829568788501026,5.31566600488265,wind_onshore,0,ND,,0,,,,23.0,4844.94,6.0,397.4,45562.49,1139,222351.24,0.4024640657084189,Withdrawn,,202.5
P::B::APP-100096,2025-12-31,2026-12-31,0,0,4.829568788501026,7.403061091090091,natural_gas,0,LA,,0,,,,131.0,35293.82,6.0,397.4,70867.92,1139,222351.24,0.4024640657084189,Withdrawn,,1640.0
P::B::APP-100103,2025-12-31,2026-12-31,0,0,4.829568788501026,7.403061091090091,natural_gas,0,LA,,0,,,,131.0,35293.82,6.0,397.4,70867.92,1139,222351.24,0.4024640657084189,Withdrawn,,1640.0
P::B::APP-100245,2025-12-31,2026-12-31,0,0,0.3942505133470226,6.0063531596017325,solar,1,IN,31.145790554414784,0,,,,181.0,41314.0,0.0,0.0,165001.85,1139,222351.24,0.03285420944558522,In Progress (unknown study),NRIS,405.0
P::B::APP-100248,2025-12-31,2026-12-31,0,0,0.29568788501026694,5.637357731274959,solar,1,IN,29.963039014373717,0,,,,181.0,41439.28,0.0,0.0,165127.13,1139,222351.24,0.024640657084188913,In Progress (unknown study),NRIS,279.72
P::B::APP-100259,2025-12-31,2026-12-31,0,0,0.3942505133470226,6.23166185298802,solar,1,LA,29.963039014373717,0,,,,130.0,34786.22,0.0,0.0,164899.25,1139,222351.24,0.03285420944558522,In Progress (unknown study),NRIS,507.6
P::B::E0002,2025-12-31,2026-12-31,0,0,4.829568788501026,5.583496308781699,natural_gas,0,IA,20.008213552361397,0,,,,119.0,23404.94,0.0,0.0,70602.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,265.0
P::B::E0003,2025-12-31,2026-12-31,0,0,4.829568788501026,4.858571324462998,solar,0,IL,29.963039014373717,0,,,,273.0,52708.91,0.0,0.0,165279.01,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,127.84
P::B::E0004,2025-12-31,2026-12-31,0,0,4.7967145790554415,4.657003334628109,battery,0,MI,20.008213552361397,0,,,,286.0,56515.01,0.0,0.0,54693.68,1139,222351.24,0.3997262149212868,In Progress (unknown study),NRIS,104.32
P::B::E0005,2025-12-31,2026-12-31,0,0,4.829568788501026,4.518740457989703,battery,0,MN,28.09034907597536,0,,,,154.0,28331.09,0.0,0.0,54707.28,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,90.72
P::B::E0006,2025-12-31,2026-12-31,0,0,4.829568788501026,5.368402974114725,battery,0,MN,-3.02258726899384,1,,,,154.0,28208.29,1.0,99.99999999999997,54584.48,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,213.52
P::B::E0007,2025-12-31,2026-12-31,0,0,4.829568788501026,5.1958415749588,solar,0,MI,27.006160164271048,0,,,,286.0,56439.810000000005,0.0,0.0,165227.33000000002,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,179.52
P::B::E0008,2025-12-31,2026-12-31,0,0,4.829568788501026,5.517452896464707,battery,0,MI,29.04312114989733,0,,,,286.0,56371.33,0.0,0.0,54550.0,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,248.0
P::B::E0009,2025-12-31,2026-12-31,0,0,4.829568788501026,6.516932447610842,nuclear,0,IA,25.82340862422998,0,,,,120.0,23669.94,0.0,0.0,2170.1,1139,222351.24,0.4024640657084189,Withdrawn,NRIS,675.5
P::B::E0010,2025-12-31,2026-12-31,0,0,4.829568788501026,6.683548662814663,natural_gas,0,IA,25.19917864476386,0,,,,119.0,22871.789999999997,0.0,0.0,70069.77,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,798.15
P::B::E0011,2025-12-31,2026-12-31,0,0,4.829568788501026,4.475061500641071,solar,0,MN,12.02464065708419,0,,,,154.0,28335.010000000002,0.0,0.0,165320.05000000002,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,86.8
P::B::E0012,2025-12-31,2026-12-31,0,0,4.829568788501026,7.100233415985461,natural_gas,0,WI,22.99794661190965,0,,,,116.0,25344.07,0.0,0.0,69656.67,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,1211.25
P::B::E0013,2025-12-31,2026-12-31,0,0,4.829568788501026,5.740596447778917,solar,0,MO,29.17453798767967,0,,,,52.0,14506.11,0.0,0.0,165096.6,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,310.25
P::B::E0014,2025-12-31,2026-12-31,0,0,4.829568788501026,7.403061091090091,natural_gas,0,LA,31.1129363449692,0,,,,130.0,33653.82,0.0,0.0,69227.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,1640.0
P::B::E0015,2025-12-31,2026-12-31,0,0,4.829568788501026,5.8888779583328805,wind_onshore,0,IA,25.19917864476386,0,,,,119.0,23309.94,0.0,0.0,45202.49,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,360.0
P::B::E0016,2025-12-31,2026-12-31,0,0,4.829568788501026,7.100233415985461,natural_gas,0,WI,22.99794661190965,0,,,,116.0,25344.07,0.0,0.0,69656.67,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,1211.25
P::B::E0017,2025-12-31,2026-12-31,0,0,4.829568788501026,5.5563646338701265,battery,0,MO,31.17864476386037,0,,,,52.0,14558.480000000001,0.0,0.0,54540.12,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,257.88
P::B::E0018,2025-12-31,2026-12-31,0,0,4.829568788501026,6.07073772800249,battery,0,MI,29.04312114989733,0,,,,286.0,56187.33,0.0,0.0,54366.0,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,432.0
P::B::E0019,2025-12-31,2026-12-31,0,0,4.829568788501026,5.366816782972729,solar,0,MI,27.006160164271048,0,,,,286.0,56406.15,0.0,0.0,165193.67,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,213.18
P::B::E002,2021-12-31,2022-12-31,0,0,99.58110882956879,2.772588722239781,natural_gas,0,LA,,0,,,,91.0,15078.0,0.0,0.0,9996.0,2059,399153.61,8.2984257357974,,ERIS,15.0
P::B::E002,2022-12-31,2023-12-31,0,0,111.5728952772074,2.772588722239781,natural_gas,0,LA,,0,0.0,,,205.0,37906.0,0.0,0.0,12590.4,205,53410.8,9.297741273100616,,ERIS,15.0
P::B::E002,2023-12-31,2024-12-31,0,0,123.564681724846,2.772588722239781,natural_gas,0,LA,,0,0.0,,,206.0,34221.0,0.0,0.0,10163.4,437,89321.64,10.297056810403832,Operational,ERIS,15.0
P::B::E002,2024-12-31,2025-12-31,0,0,,2.772588722239781,natural_gas,0,LA,,0,0.0,,,220.0,40487.62,0.0,0.0,26425.93,2331,440790.32,,Operational,ERIS,15.0
P::B::E002,2025-12-31,2026-12-31,0,0,147.5811088295688,2.772588722239781,natural_gas,0,LA,,0,0.0,,,131.0,35293.82,0.0,0.0,70867.92,1139,222351.24,12.2984257357974,IA Executed,,15.0
P::B::E0020,2025-12-31,2026-12-31,0,0,4.829568788501026,4.67133238824176,solar,0,MN,25.82340862422998,0,,,,154.0,28315.97,2.0,409.9599999999999,165301.01,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,105.84
P::B::E0021,2025-12-31,2026-12-31,0,0,4.829568788501026,5.7396642865439675,battery,0,IN,25.82340862422998,0,,,,181.0,41409.04,0.0,0.0,54488.04,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,309.96
P::B::E0022,2025-12-31,2026-12-31,0,0,4.829568788501026,5.7396642865439675,battery,0,MN,25.82340862422998,0,,,,154.0,28111.850000000002,2.0,205.83999999999997,54488.04,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,309.96
P::B::E0023,2025-12-31,2026-12-31,0,0,4.829568788501026,5.977872593588515,natural_gas,0,MN,30.06160164271047,0,,,,154.0,28028.210000000003,0.0,0.0,70474.31999999999,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,393.6
P::B::E0024,2025-12-31,2026-12-31,0,0,4.829568788501026,5.34185566856252,battery,0,LA,25.82340862422998,0,,,,130.0,35085.92,1.0,99.99999999999997,54590.1,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,207.9
P::B::E0025,2025-12-31,2026-12-31,0,0,4.829568788501026,6.8955814780504285,natural_gas,0,IA,25.19917864476386,0,,,,120.0,23669.94,0.0,0.0,70867.92,1139,222351.24,0.4024640657084189,Withdrawn,NRIS,986.9
P::B::E0026,2025-12-31,2026-12-31,0,0,4.829568788501026,6.061456918928017,natural_gas,0,MN,28.944558521560573,0,,,,154.0,27993.81,0.0,0.0,70439.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,428.0
P::B::E0027,2025-12-31,2026-12-31,0,0,4.829568788501026,6.126519778100847,wind_onshore,0,ND,25.82340862422998,0,,,,22.0,4388.099999999999,0.0,0.0,45105.65,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,456.84
P::B::E0028,2025-12-31,2026-12-31,0,0,4.6652977412731005,3.9225672193038172,natural_gas,0,MN,24.18069815195072,0,,,,154.0,28372.280000000002,0.0,0.0,70818.39,1139,222351.24,0.3887748117727584,In Progress (unknown study),NRIS,49.53
P::B::E0029,2025-12-31,2026-12-31,0,0,4.829568788501026,6.171700597410915,natural_gas,0,LA,31.1129363449692,0,,,,130.0,34815.82,0.0,0.0,70389.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,478.0
P::B::E0030,2025-12-31,2026-12-31,0,0,4.829568788501026,6.710523109452428,natural_gas,0,TX,20.79671457905544,0,,,,26.0,5839.26,0.0,0.0,70047.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,820.0
P::B::E0031,2025-12-31,2026-12-31,0,0,4.829568788501026,6.710523109452428,natural_gas,0,MS,19.64681724845996,0,,,,64.0,12013.06,0.0,0.0,70047.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,820.0
P::B::E0032,2025-12-31,2026-12-31,0,0,4.829568788501026,6.171700597410915,natural_gas,0,TX,21.453798767967147,0,,,,26.0,6181.26,0.0,0.0,70389.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,478.0
P::B::E0033,2025-12-31,2026-12-31,0,0,4.829568788501026,6.268490039371234,battery,0,IN,31.014373716632445,0,,,,181.0,41192.32,0.0,0.0,54271.32,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,526.68
P::B::E0034,2025-12-31,2026-12-31,0,0,4.632443531827516,5.583496308781699,natural_gas,0,SD,22.012320328542096,0,,,,17.0,4576.2,1.0,490.0,70602.92,1139,222351.24,0.3860369609856263,In Progress (unknown study),NRIS,265.0
P::B::E0035,2025-12-31,2026-12-31,0,0,4.829568788501026,6.994666650971434,natural_gas,0,IN,31.014373716632445,0,,,,181.0,40629.2,1.0,630.4199999999998,69778.12,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,1089.8
P::B::E0036,2025-12-31,2026-12-31,0,0,4.829568788501026,5.093750200806762,wind_onshore,0,MN,25.19917864476386,0,,,,154.0,28259.81,0.0,0.0,45400.49,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,162.0
P::B::E0037,2025-12-31,2026-12-31,0,0,4.829568788501026,6.122054116811584,natural_gas,0,WI,-2.9568788501026693,1,,,,116.0,26100.52,0.0,0.0,70413.12,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,454.8
P::B::E0038,2025-12-31,2026-12-31,0,0,4.829568788501026,6.122054116811584,natural_gas,0,WI,-2.9568788501026693,1,,,,116.0,26100.52,0.0,0.0,70413.12,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,454.8
P::B::E0039,2025-12-31,2026-12-31,0,0,4.59958932238193,6.44797125126366,battery,0,IN,15.967145790554415,0,,,,181.0,41088.58,1.0,1089.7999999999997,54167.58,1139,222351.24,0.38329911019849416,In Progress (unknown study),NRIS,630.42
P::B::E0040,2025-12-31,2026-12-31,0,0,4.829568788501026,5.752318638316266,battery,0,MN,27.236139630390145,0,,,,154.0,28107.890000000003,0.0,0.0,54484.08,1139,222351.24,0.4024640657084189,In Progress (unknown study),,313.92
P::B::E0041,2025-12-31,2026-12-31,0,0,4.829568788501026,5.752318638316266,battery,0,MN,18.8911704312115,0,,,,154.0,28107.890000000003,0.0,0.0,54484.08,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,313.92
P::B::E0042,2025-12-31,2026-12-31,0,0,4.829568788501026,7.916005127569855,natural_gas,0,IN,31.014373716632445,0,,,,181.0,38979.2,1.0,732.73,68128.12,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,2739.8
P::B::E0043,2025-12-31,2026-12-31,0,0,4.1067761806981515,7.403061091090091,natural_gas,0,LA,31.1129363449692,0,,,,130.0,33653.82,1.0,1640.0,69227.92,1139,222351.24,0.34223134839151265,In Progress (unknown study),NRIS,1640.0
P::B::E0044,2025-12-31,2026-12-31,0,0,4.1067761806981515,7.403061091090091,natural_gas,0,LA,31.1129363449692,0,,,,130.0,33653.82,1.0,1640.0,69227.92,1139,222351.24,0.34223134839151265,In Progress (unknown study),NRIS,1640.0
P::B::E0045,2025-12-31,2026-12-31,0,0,4.1067761806981515,6.647688373563329,natural_gas,0,LA,31.1129363449692,0,,,,130.0,34523.82,0.0,0.0,70097.92,1139,222351.24,0.34223134839151265,In Progress (unknown study),NRIS,770.0
P::B::E0046,2025-12-31,2026-12-31,0,0,4.829568788501026,5.593781579441872,natural_gas,0,IN,27.006160164271048,0,,,,181.0,41451.25,0.0,0.0,70600.17,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,267.75
P::B::E0047,2025-12-31,2026-12-31,0,0,4.829568788501026,6.710523109452428,natural_gas,0,MS,31.1129363449692,0,,,,64.0,12013.06,0.0,0.0,70047.92,1139,222351.24,0.4024640657084189,In Progress (unknown study),NRIS,820.0
P::B::E0048,2025-12-31,2026-12-31,0,0,3.383983572895277,6.654152520183219,natural_gas,0,LA,32.62422997946612,0,,,,130.0,34518.82,0.0,0.0,70092.92,1139,222351.24,0.28199863107460643,In Progress (unknown study),NRIS,775.0
P::B::E0049,2025-12-31,2026-12-31,0,0,2.529774127310062,6.683548662814663,natural_gas,0,IA,27.46611909650924,0,,,,119.0,22871.789999999997,3.0,1735.0,70069.77,1139,222351.24,0.2108145106091718,In Progress (unknown study),NRIS,798.15
P::B::E0050,2025-12-31,2026-12-31,0,0,1.839835728952772,6.8955814780504285,natural_gas,0,IA,25.19917864476386,0,,,,119.0,22683.039999999997,0.0,0.0,69881.02,1139,222351.24,0.15331964407939766,In Progress (unknown study),NRIS,986.9
P::B::E0051,2025-12-31,2026-12-31,0,0,2.2669404517453797,5.934894195619588,natural_gas,0,LA,33.01848049281314,0,,,,130.0,34916.82,0.0,0.0,70490.92,1139,222351.24,0.188911704312115,In Progress (unknown study),NRIS,377.0
P::B::E0052,2025-12-31,2026-12-31,0,0,1.8069815195071868,5.32222918659435,solar,0,IL,36.0082135523614,0,,,,273.0,52632.91,0.0,0.0,165203.01,1139,222351.24,0.15058179329226556,In Progress (unknown study),NRIS,203.84
P::B::E0053,2025-12-31,2026-12-31,0,0,1.8069815195071868,5.327293474784554,solar,0,IL,35.02258726899384,0,,,,273.0,52631.87,0.0,0.0,165201.97,1139,222351.24,0.15058179329226556,In Progress (unknown study),NRIS,204.88
P::B::E0054,2025-12-31,2026-12-31,0,0,1.8726899383983573,6.274762021241939,natural_gas,1,IN,34.03696098562629,0,,,,181.0,41189.0,0.0,0.0,70337.92,1139,222351.24,0.15605749486652978,In Progress (unknown study),NRIS,530.0
P::B::E291,2021-12-31,2022-12-31,0,0,115.5482546201232,3.332204510175204,hydro,0,TX,-71.9835728952772,1,,,,22.0,3757.0,0.0,0.0,64.0,2059,399153.61,9.6290212183436,,ERIS,27.0
P::B::E291,2022-12-31,2023-12-31,0,0,127.5400410677618,3.332204510175204,hydro,0,TX,-83.97535934291581,1,0.0,0.0,,41.0,7410.0,0.0,0.0,104.0,205,53410.8,10.628336755646817,,ERIS,27.0
P::B::E291,2023-12-31,2024-12-31,0,0,139.5318275154004,3.332204510175204,hydro,0,TX,-95.96714579055441,1,0.0,0.0,,41.0,6251.0,0.0,0.0,174.0,437,89321.64,11.627652292950033,IA Executed,ERIS,27.0
P::B::E291,2024-12-31,2025-12-31,0,0,,3.332204510175204,hydro,0,TX,,0,0.0,,,46.0,10238.3,0.0,0.0,174.0,2331,440790.32,,IA Executed,ERIS,27.0
P::B::E291,2025-12-31,2026-12-31,0,0,163.5482546201232,3.332204510175204,hydro,0,TX,-118.99794661190965,1,0.0,,,26.0,6632.26,0.0,0.0,83.0,1139,222351.24,13.6290212183436,IA Executed,,27.0
P::B::G001,2020-12-31,2021-12-31,0,0,,5.545177444479562,other,0,WI,,0,,,,61.0,8587.0,0.0,0.0,127.0,1781,358269.28,,,,255.0
P::B::G001,2021-12-31,2022-12-31,0,0,313.75770020533884,5.545177444479562,unknown,0,WI,-85.45379876796714,1,0.0,,,106.0,15694.0,20.0,1559.0,0.0,2059,399153.61,26.146475017111566,,ERIS,255.0
P::B::G001,2022-12-31,2023-12-31,0,0,325.7494866529774,5.545177444479562,unknown,0,WI,-97.44558521560575,1,0.0,0.0,,136.0,20687.0,19.0,1550.0,1461.0,205,53410.8,27.145790554414784,,ERIS,255.0
P::B::G001,2023-12-31,2024-12-31,0,0,337.741273100616,5.545177444479562,unknown,0,WI,-109.43737166324435,1,0.0,0.0,,136.0,18595.0,19.0,1550.0,1462.6,437,89321.64,28.145106091718002,System Impact Study,ERIS,255.0
P::B::G001,2024-12-31,2025-12-31,0,0,,5.545177444479562,unknown,0,WI,,0,0.0,,,127.0,19860.62,19.0,1550.0,0.0,2331,440790.32,,System Impact Study,ERIS,255.0
P::B::G001,2025-12-31,2026-12-31,0,0,361.75770020533884,5.545177444479562,other,0,WI,-133.45379876796716,1,0.0,,,117.0,26555.32,20.0,1562.0,9535.13,1139,222351.24,30.146475017111566,System Impact Study,,255.0
P::B::G002,2021-12-31,2022-12-31,0,0,276.993839835729,5.1647859739235145,other,0,KY,-71.9835728952772,1,,,,33.0,5211.0,19.0,1385.0,1281.0,2059,399153.61,23.082819986310746,,ERIS,174.0
P::B::G002,2022-12-31,2023-12-31,0,0,288.98562628336754,5.1647859739235145,other,0,KY,-83.97535934291581,1,0.0,0.0,,44.0,6554.0,18.0,1376.0,4973.0,205,53410.8,24.082135523613964,,ERIS,174.0
P::B::G002,2023-12-31,2024-12-31,0,0,300.97741273100615,5.1647859739235145,other,0,KY,-95.96714579055441,1,0.0,0.0,,41.0,5954.0,18.0,1376.0,6572.0,437,89321.64,25.08145106091718,IA Executed,ERIS,174.0
P::B::G002,2024-12-31,2025-12-31,0,0,,5.1647859739235145,other,0,KY,,0,0.0,,,44.0,6672.53,18.0,1376.0,11168.23,2331,440790.32,,IA Executed,ERIS,174.0
P::B::G002,2025-12-31,2026-12-31,0,0,324.993839835729,5.1647859739235145,other,0,KY,-119.9835728952772,1,0.0,,,23.0,3532.0,19.0,1388.0,9361.13,1139,222351.24,27.082819986310746,In Progress (unknown study),,174.0
P::B::G003,2021-12-31,2022-12-31,0,0,276.993839835729,5.1647859739235145,other,0,KY,-215.9835728952772,1,,,,33.0,5211.0,19.0,1385.0,1281.0,2059,399153.61,23.082819986310746,,ERIS,174.0
P::B::G003,2022-12-31,2023-12-31,0,0,288.98562628336754,5.1647859739235145,other,0,KY,-227.97535934291582,1,0.0,0.0,,44.0,6554.0,18.0,1376.0,4973.0,205,53410.8,24.082135523613964,,ERIS,174.0
P::B::G003,2023-12-31,2024-12-31,0,0,300.97741273100615,5.1647859739235145,other,0,KY,-239.9671457905544,1,0.0,0.0,,41.0,5954.0,18.0,1376.0,6572.0,437,89321.64,25.08145106091718,IA Executed,ERIS,174.0
P::B::G003,2024-12-31,2025-12-31,0,0,,5.1647859739235145,other,0,KY,,0,0.0,,,44.0,6672.53,18.0,1376.0,11168.23,2331,440790.32,,IA Executed,ERIS,174.0
P::B::G003,2025-12-31,2026-12-31,0,0,324.993839835729,5.1647859739235145,other,0,KY,-263.98357289527723,1,0.0,,,23.0,3532.0,19.0,1388.0,9361.13,1139,222351.24,27.082819986310746,In Progress (unknown study),,174.0
P::B::G004,2020-12-31,2021-12-31,0,0,,5.1647859739235145,other,0,KY,,0,,,,13.0,1684.0,0.0,0.0,127.0,1781,358269.28,,,,174.0
P::B::G004,2021-12-31,2022-12-31,0,0,276.993839835729,5.1647859739235145,unknown,0,KY,-210.98973305954826,1,0.0,,,34.0,5385.0,20.0,1559.0,0.0,2059,399153.61,23.082819986310746,,ERIS,174.0
P::B::G004,2022-12-31,2023-12-31,0,0,288.98562628336754,5.1647859739235145,unknown,0,KY,-222.98151950718685,1,0.0,0.0,,45.0,6728.0,19.0,1550.0,1461.0,205,53410.8,24.082135523613964,,ERIS,174.0
P::B::G004,2023-12-31,2024-12-31,0,0,300.97741273100615,5.1647859739235145,unknown,0,KY,-234.97330595482546,1,0.0,0.0,,42.0,6128.0,19.0,1550.0,1462.6,437,89321.64,25.08145106091718,Withdrawn,ERIS,174.0
P::B::G004,2024-12-31,2025-12-31,0,0,,5.1647859739235145,unknown,0,KY,,0,0.0,,,45.0,6846.53,19.0,1550.0,0.0,2331,440790.32,,Withdrawn,ERIS,174.0
P::B::G004,2025-12-31,2026-12-31,0,0,324.993839835729,5.1647859739235145,other,0,KY,-258.98973305954826,1,0.0,,,24.0,3706.0,20.0,1562.0,9535.13,1139,222351.24,27.082819986310746,,,174.0
P::B::G005,2021-12-31,2022-12-31,0,0,274.4969199178645,3.4011973816621555,natural_gas,0,MN,-210.98973305954826,1,,,,68.0,8456.6,19.0,1530.0,9967.0,2059,399153.61,22.874743326488705,,ERIS,29.0
P::B::G005,2022-12-31,2023-12-31,0,0,286.4887063655031,3.4011973816621555,natural_gas,0,MN,-222.98151950718685,1,0.0,0.0,,101.0,14894.6,18.0,1521.0,12561.4,205,53410.8,23.874058863791923,,ERIS,29.0
P::B::G005,2023-12-31,2024-12-31,0,0,298.48049281314167,3.4011973816621555,natural_gas,0,MN,-234.97330595482546,1,0.0,0.0,,96.0,13456.6,18.0,1521.0,10134.4,437,89321.64,24.87337440109514,IA Executed,ERIS,29.0
P::B::G005,2024-12-31,2025-12-31,0,0,,3.4011973816621555,natural_gas,0,MN,,0,0.0,,,151.0,24759.75,18.0,1521.0,26396.93,2331,440790.32,,IA Executed,ERIS,29.0
P::B::G005,2025-12-31,2026-12-31,0,0,322.4969199178645,3.4011973816621555,natural_gas,0,MN,-258.98973305954826,1,0.0,,,154.0,28392.81,19.0,1533.0,70838.92,1139,222351.24,26.874743326488705,In Progress (unknown study),,29.0
P::B::G006,2021-12-31,2022-12-31,0,0,274.4969199178645,1.0986122886681098,wind_onshore,0,MN,-210.98973305954826,1,,,,68.0,8483.6,19.0,1557.0,21849.6,2059,399153.61,22.874743326488705,,ERIS,2.0
P::B::G006,2022-12-31,2023-12-31,0,0,286.4887063655031,1.0986122886681098,wind_onshore,0,MN,-222.98151950718685,1,0.0,0.0,,101.0,14921.6,18.0,1548.0,32820.2,205,53410.8,23.874058863791923,,ERIS,2.0
P::B::G006,2023-12-31,2024-12-31,0,0,298.48049281314167,1.0986122886681098,wind_onshore,0,MN,-234.97330595482546,1,0.0,0.0,,96.0,13483.6,18.0,1548.0,31410.6,437,89321.64,24.87337440109514,IA Executed,ERIS,2.0
P::B::G006,2024-12-31,2025-12-31,0,0,,1.0986122886681098,wind_onshore,0,MN,,0,0.0,,,151.0,24786.75,18.0,1548.0,52486.84,2331,440790.32,,IA Executed,ERIS,2.0
P::B::G006,2025-12-31,2026-12-31,0,0,322.4969199178645,1.0986122886681098,wind_onshore,0,MN,-258.98973305954826,1,0.0,,,154.0,28419.81,19.0,1560.0,45560.49,1139,222351.24,26.874743326488705,In Progress (unknown study),,2.0
P::B::G009,2020-12-31,2021-12-31,0,0,,6.46302945692067,other,0,IN,,0,,,,107.0,16647.0,0.0,0.0,127.0,1781,358269.28,,,,640.0
P::B::G009,2021-12-31,2022-12-31,0,0,269.0759753593429,6.46302945692067,unknown,0,IN,,0,0.0,,,146.0,25048.0,20.0,1559.0,0.0,2059,399153.61,22.42299794661191,,ERIS,640.0
P::B::G009,2022-12-31,2023-12-31,0,0,281.06776180698154,6.46302945692067,unknown,0,IN,,0,0.0,,,239.0,43162.0,19.0,1550.0,1461.0,205,53410.8,23.422313483915126,,ERIS,640.0
P::B::G009,2023-12-31,2024-12-31,0,0,293.0595482546201,6.46302945692067,unknown,0,IN,,0,0.0,,,236.0,39085.0,19.0,1550.0,1462.6,437,89321.64,24.421629021218344,In Progress (unknown study),ERIS,640.0
P::B::G009,2024-12-31,2025-12-31,0,0,,6.46302945692067,unknown,0,IN,,0,0.0,,,279.0,48395.4,19.0,1550.0,0.0,2331,440790.32,,In Progress (unknown study),ERIS,640.0
P::B::G009,2025-12-31,2026-12-31,0,0,317.0759753593429,6.46302945692067,other,0,IN,,0,0.0,,,182.0,41719.0,20.0,1562.0,9535.13,1139,222351.24,26.42299794661191,IA Executed,,640.0
P::B::G010,2020-12-31,2021-12-31,0,0,,6.2166061010848646,natural_gas,0,IN,,0,,,,107.0,16647.0,0.0,0.0,5035.0,1781,358269.28,,,,500.0
P::B::G010,2021-12-31,2022-12-31,0,0,268.61601642710474,6.2166061010848646,natural_gas,0,IN,-172.02464065708418,1,0.0,,0.0,146.0,25048.0,0.0,0.0,9996.0,2059,399153.61,22.38466803559206,,ERIS,500.0
P::B::G010,2022-12-31,2023-12-31,0,0,280.6078028747433,6.2166061010848646,natural_gas,0,IN,-184.0164271047228,1,0.0,0.0,0.999315537303217,239.0,43162.0,0.0,0.0,12590.4,205,53410.8,23.38398357289528,,ERIS,500.0
P::B::G010,2023-12-31,2024-12-31,0,0,292.5995893223819,6.2166061010848646,natural_gas,0,IN,-196.00821355236138,1,0.0,0.0,1.998631074606434,236.0,39085.0,0.0,0.0,10163.4,437,89321.64,24.383299110198493,Operational,ERIS,500.0
P::B::G010,2024-12-31,2025-12-31,0,0,,6.2166061010848646,natural_gas,0,IN,,0,0.0,,3.0006844626967832,279.0,48395.4,0.0,0.0,26425.93,2331,440790.32,,Operational,ERIS,500.0
P::B::G010,2025-12-31,2026-12-31,0,0,316.61601642710474,6.2166061010848646,natural_gas,0,IN,-220.02464065708418,1,0.0,,4.0,182.0,41719.0,0.0,0.0,70867.92,1139,222351.24,26.38466803559206,IA Executed,,500.0
P::B::G011,2020-12-31,2021-12-31,0,0,,6.803505257608338,natural_gas,0,IN,,0,,,,107.0,16647.0,0.0,0.0,5035.0,1781,358269.28,,,,900.0
P::B::G011,2021-12-31,2022-12-31,0,0,266.77618069815196,6.803505257608338,natural_gas,0,IN,-235.00616016427105,1,0.0,,,146.0,25048.0,20.0,1559.0,9996.0,2059,399153.61,22.23134839151266,,ERIS,900.0
