project_key,berkeley_project_id,miso_project_id,match_method,match_confidence,review_status,berkeley_capacity_mw,miso_capacity_mw,capacity_difference_mw,capacity_conflict_flag
P::J2080,J2080,J2080,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2081,J2081,J2081,exact_normalized_queue_id,1.0,accepted,20.0,20.0,0.0,False
P::J2082,J2082,J2082,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2083,J2083,J2083,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2084,J2084,J2084,exact_normalized_queue_id,1.0,accepted,45.0,45.0,0.0,False
P::J2085,J2085,J2085,exact_normalized_queue_id,1.0,accepted,40.0,40.0,0.0,False
P::J2086,J2086,J2086,exact_normalized_queue_id,1.0,accepted,500.0,500.0,0.0,False
P::J2087,J2087,J2087,exact_normalized_queue_id,1.0,accepted,125.0,125.0,0.0,False
P::J2088,J2088,J2088,exact_normalized_queue_id,1.0,accepted,400.0,400.0,0.0,False
P::J2089,J2089,J2089,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2090,J2090,J2090,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2091,J2091,J2091,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2092,J2092,J2092,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2093,J2093,J2093,exact_normalized_queue_id,1.0,accepted,144.0,144.0,0.0,False
P::J2094,J2094,J2094,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2095,J2095,J2095,exact_normalized_queue_id,1.0,accepted,212.0,212.0,0.0,False
P::J2096,J2096,J2096,exact_normalized_queue_id,1.0,accepted,180.0,180.0,0.0,False
P::J2097,J2097,J2097,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2098,J2098,J2098,exact_normalized_queue_id,1.0,accepted,309.0,309.0,0.0,False
P::J2099,J2099,J2099,exact_normalized_queue_id,1.0,accepted,399.03,399.04,-0.010000000000047748,False
P::J2100,J2100,J2100,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2101,J2101,J2101,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2102,J2102,J2102,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2103,J2103,J2103,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2104,J2104,J2104,exact_normalized_queue_id,1.0,accepted,230.0,230.0,0.0,False
P::J2105,J2105,J2105,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2106,J2106,J2106,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2107,J2107,J2107,exact_normalized_queue_id,1.0,accepted,399.03,399.04,-0.010000000000047748,False
P::J2108,J2108,J2108,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2109,J2109,J2109,exact_normalized_queue_id,1.0,accepted,25.0,25.0,0.0,False
P::J2110,J2110,J2110,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2111,J2111,J2111,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2112,J2112,J2112,exact_normalized_queue_id,1.0,accepted,115.0,115.0,0.0,False
P::J2113,J2113,J2113,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2114,J2114,J2114,exact_normalized_queue_id,0.9,accepted,140.0,140.0,0.0,False
P::J2115,J2115,J2115,exact_normalized_queue_id,1.0,accepted,98.3,98.3,0.0,False
P::J2116,J2116,J2116,exact_normalized_queue_id,1.0,accepted,18.0,18.0,0.0,False
P::J2117,J2117,J2117,exact_normalized_queue_id,0.95,accepted,0.0,0.0,0.0,False
P::J2118,J2118,J2118,exact_normalized_queue_id,0.9,accepted,125.0,125.0,0.0,False
P::J2119,J2119,J2119,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2120,J2120,J2120,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2121,J2121,J2121,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2122,J2122,J2122,exact_normalized_queue_id,1.0,accepted,33.0,33.0,0.0,False
P::J2123,J2123,J2123,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2124,J2124,J2124,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2125,J2125,J2125,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2126,J2126,J2126,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2127,J2127,J2127,exact_normalized_queue_id,0.9,accepted,172.5,172.5,0.0,False
P::J2128,J2128,J2128,exact_normalized_queue_id,0.9,accepted,300.0,300.0,0.0,False
P::J2129,J2129,J2129,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2130,J2130,J2130,exact_normalized_queue_id,1.0,accepted,180.0,180.0,0.0,False
P::J2131,J2131,J2131,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2132,J2132,J2132,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2133,J2133,J2133,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2134,J2134,J2134,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2135,J2135,J2135,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2136,J2136,J2136,exact_normalized_queue_id,1.0,accepted,190.9,190.9,0.0,False
P::J2137,J2137,J2137,exact_normalized_queue_id,0.9,accepted,78.23,78.23,0.0,False
P::J2138,J2138,J2138,exact_normalized_queue_id,1.0,accepted,0.0,0.0,0.0,False
P::J2139,J2139,J2139,exact_normalized_queue_id,0.9,accepted,250.0,250.0,0.0,False
P::J2140,J2140,J2140,exact_normalized_queue_id,1.0,accepted,0.0,0.0,0.0,False
P::J2141,J2141,J2141,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2142,J2142,J2142,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2143,J2143,J2143,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2144,J2144,J2144,exact_normalized_queue_id,0.9,accepted,195.0,195.0,0.0,False
P::J2145,J2145,J2145,exact_normalized_queue_id,0.9,accepted,50.0,50.0,0.0,False
P::J2146,J2146,J2146,exact_normalized_queue_id,1.0,accepted,45.0,45.0,0.0,False
P::J2147,J2147,J2147,exact_normalized_queue_id,1.0,accepted,56.0,56.0,0.0,False
P::J2148,J2148,J2148,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2149,J2149,J2149,exact_normalized_queue_id,1.0,accepted,240.0,240.0,0.0,False
P::J2150,J2150,J2150,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2151,J2151,J2151,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2152,J2152,J2152,exact_normalized_queue_id,0.9,accepted,120.0,120.0,0.0,False
P::J2153,J2153,J2153,exact_normalized_queue_id,0.9,accepted,200.0,200.0,0.0,False
P::J2154,J2154,J2154,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2155,J2155,J2155,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2156,J2156,J2156,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2157,J2157,J2157,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2158,J2158,J2158,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2159,J2159,J2159,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2160,J2160,J2160,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2161,J2161,J2161,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2162,J2162,J2162,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2163,J2163,J2163,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2164,J2164,J2164,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2165,J2165,J2165,exact_normalized_queue_id,1.0,accepted,145.0,145.0,0.0,False
P::J2166,J2166,J2166,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2167,J2167,J2167,exact_normalized_queue_id,1.0,accepted,198.0,198.0,0.0,False
P::J2168,J2168,J2168,exact_normalized_queue_id,1.0,accepted,693.0,693.0,0.0,False
P::J2169,J2169,J2169,exact_normalized_queue_id,1.0,accepted,98.9,98.9,0.0,False
P::J2170,J2170,J2170,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2171,J2171,J2171,exact_normalized_queue_id,1.0,accepted,500.0,500.0,0.0,False
P::J2172,J2172,J2172,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2173,J2173,J2173,exact_normalized_queue_id,0.9,accepted,396.0,396.0,0.0,False
P::J2174,J2174,J2174,exact_normalized_queue_id,1.0,accepted,390.0,390.0,0.0,False
P::J2175,J2175,J2175,exact_normalized_queue_id,1.0,accepted,350.0,350.0,0.0,False
P::J2176,J2176,J2176,exact_normalized_queue_id,1.0,accepted,680.0,680.0,0.0,False
P::J2177,J2177,J2177,exact_normalized_queue_id,1.0,accepted,67.0,67.0,0.0,False
P::J2178,J2178,J2178,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2179,J2179,J2179,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2180,J2180,J2180,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2181,J2181,J2181,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2182,J2182,J2182,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2183,J2183,J2183,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2184,J2184,J2184,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2185,J2185,J2185,exact_normalized_queue_id,1.0,accepted,399.03,399.04,-0.010000000000047748,False
P::J2186,J2186,J2186,exact_normalized_queue_id,1.0,accepted,820.6,820.6,0.0,False
P::J2187,J2187,J2187,exact_normalized_queue_id,1.0,accepted,124.0,124.0,0.0,False
P::J2188,J2188,J2188,exact_normalized_queue_id,1.0,accepted,99.0,99.0,0.0,False
P::J2189,J2189,J2189,exact_normalized_queue_id,1.0,accepted,15.6,15.6,0.0,False
P::J2190,J2190,J2190,exact_normalized_queue_id,0.9,accepted,500.0,500.0,0.0,False
P::J2191,J2191,J2191,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2192,J2192,J2192,exact_normalized_queue_id,1.0,accepted,99.9,99.9,0.0,False
P::J2193,J2193,J2193,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2194,J2194,J2194,exact_normalized_queue_id,1.0,accepted,350.0,350.0,0.0,False
P::J2195,J2195,J2195,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2196,J2196,J2196,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2197,J2197,J2197,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2198,J2198,J2198,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2199,J2199,J2199,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2200,J2200,J2200,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2201,J2201,J2201,exact_normalized_queue_id,0.9,accepted,200.0,200.0,0.0,False
P::J2202,J2202,J2202,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2203,J2203,J2203,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2204,J2204,J2204,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2205,J2205,J2205,exact_normalized_queue_id,0.9,accepted,300.0,300.0,0.0,False
P::J2206,J2206,J2206,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2207,J2207,J2207,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2208,J2208,J2208,exact_normalized_queue_id,1.0,accepted,99.0,99.0,0.0,False
P::J2209,J2209,J2209,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2210,J2210,J2210,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2211,J2211,J2211,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2212,J2212,J2212,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2213,J2213,J2213,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2214,J2214,J2214,exact_normalized_queue_id,1.0,accepted,62.0,62.0,0.0,False
P::J2215,J2215,J2215,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2216,J2216,J2216,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2217,J2217,J2217,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2218,J2218,J2218,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2219,J2219,J2219,exact_normalized_queue_id,0.9,accepted,180.0,180.0,0.0,False
P::J2220,J2220,J2220,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2221,J2221,J2221,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2222,J2222,J2222,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2223,J2223,J2223,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2224,J2224,J2224,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2225,J2225,J2225,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2226,J2226,J2226,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2227,J2227,J2227,exact_normalized_queue_id,1.0,accepted,89.0,89.0,0.0,False
P::J2228,J2228,J2228,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2229,J2229,J2229,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2230,J2230,J2230,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2231,J2231,J2231,exact_normalized_queue_id,1.0,accepted,97.49,97.5,-0.010000000000005116,False
P::J2232,J2232,J2232,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2233,J2233,J2233,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2234,J2234,J2234,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2235,J2235,J2235,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2236,J2236,J2236,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2237,J2237,J2237,exact_normalized_queue_id,1.0,accepted,185.0,185.0,0.0,False
P::J2238,J2238,J2238,exact_normalized_queue_id,0.9,accepted,200.0,200.0,0.0,False
P::J2239,J2239,J2239,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2240,J2240,J2240,exact_normalized_queue_id,1.0,accepted,120.0,120.0,0.0,False
P::J2241,J2241,J2241,exact_normalized_queue_id,1.0,accepted,320.0,320.0,0.0,False
P::J2242,J2242,J2242,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2243,J2243,J2243,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2244,J2244,J2244,exact_normalized_queue_id,1.0,accepted,0.0,0.0,0.0,False
P::J2245,J2245,J2245,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2246,J2246,J2246,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2247,J2247,J2247,exact_normalized_queue_id,1.0,accepted,178.0,178.0,0.0,False
P::J2248,J2248,J2248,exact_normalized_queue_id,1.0,accepted,0.0,0.0,0.0,False
P::J2249,J2249,J2249,exact_normalized_queue_id,1.0,accepted,144.0,144.0,0.0,False
P::J2250,J2250,J2250,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2251,J2251,J2251,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2252,J2252,J2252,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2253,J2253,J2253,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2254,J2254,J2254,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2255,J2255,J2255,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2256,J2256,J2256,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2257,J2257,J2257,exact_normalized_queue_id,1.0,accepted,80.0,80.0,0.0,False
P::J2258,J2258,J2258,exact_normalized_queue_id,1.0,accepted,175.0,175.0,0.0,False
P::J2259,J2259,J2259,exact_normalized_queue_id,1.0,accepted,199.99,199.99,0.0,False
P::J2260,J2260,J2260,exact_normalized_queue_id,1.0,accepted,251.5,251.5,0.0,False
P::J2261,J2261,J2261,exact_normalized_queue_id,1.0,accepted,625.0,625.0,0.0,False
P::J2262,J2262,J2262,exact_normalized_queue_id,1.0,accepted,625.0,625.0,0.0,False
P::J2263,J2263,J2263,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2264,J2264,J2264,exact_normalized_queue_id,1.0,accepted,88.0,88.0,0.0,False
P::J2265,J2265,J2265,exact_normalized_queue_id,0.9,accepted,200.0,200.0,0.0,False
P::J2266,J2266,J2266,exact_normalized_queue_id,0.9,accepted,175.0,175.0,0.0,False
P::J2267,J2267,J2267,exact_normalized_queue_id,0.9,accepted,250.0,250.0,0.0,False
P::J2268,J2268,J2268,exact_normalized_queue_id,1.0,accepted,400.0,400.0,0.0,False
P::J2269,J2269,J2269,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2270,J2270,J2270,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2271,J2271,J2271,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2272,J2272,J2272,exact_normalized_queue_id,0.9,accepted,250.0,250.0,0.0,False
P::J2273,J2273,J2273,exact_normalized_queue_id,0.9,accepted,175.0,175.0,0.0,False
P::J2274,J2274,J2274,exact_normalized_queue_id,0.9,accepted,170.0,170.0,0.0,False
P::J2275,J2275,J2275,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2276,J2276,J2276,exact_normalized_queue_id,1.0,accepted,39.5,39.5,0.0,False
P::J2277,J2277,J2277,exact_normalized_queue_id,0.95,accepted,0.0,0.0,0.0,False
P::J2278,J2278,J2278,exact_normalized_queue_id,0.9,accepted,60.0,60.0,0.0,False
P::J2279,J2279,J2279,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2280,J2280,J2280,exact_normalized_queue_id,1.0,accepted,198.0,198.0,0.0,False
P::J2281,J2281,J2281,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2282,J2282,J2282,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2283,J2283,J2283,exact_normalized_queue_id,1.0,accepted,16.1,16.1,0.0,False
P::J2284,J2284,J2284,exact_normalized_queue_id,1.0,accepted,65.96,65.97,-0.010000000000005116,False
P::J2285,J2285,J2285,exact_normalized_queue_id,1.0,accepted,45.0,45.0,0.0,False
P::J2286,J2286,J2286,exact_normalized_queue_id,1.0,accepted,90.0,90.0,0.0,False
P::J2287,J2287,J2287,exact_normalized_queue_id,1.0,accepted,135.0,135.0,0.0,False
P::J2288,J2288,J2288,exact_normalized_queue_id,1.0,accepted,175.0,175.0,0.0,False
P::J2289,J2289,J2289,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2290,J2290,J2290,exact_normalized_queue_id,0.9,accepted,130.0,130.0,0.0,False
P::J2291,J2291,J2291,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2292,J2292,J2292,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2293,J2293,J2293,exact_normalized_queue_id,0.9,accepted,50.0,50.0,0.0,False
P::J2294,J2294,J2294,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2295,J2295,J2295,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2296,J2296,J2296,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2297,J2297,J2297,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2298,J2298,J2298,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2299,J2299,J2299,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2300,J2300,J2300,exact_normalized_queue_id,1.0,accepted,50.0,50.0,0.0,False
P::J2301,J2301,J2301,exact_normalized_queue_id,0.9,accepted,100.0,100.0,0.0,False
P::J2302,J2302,J2302,exact_normalized_queue_id,0.9,accepted,400.0,400.0,0.0,False
P::J2303,J2303,J2303,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2304,J2304,J2304,exact_normalized_queue_id,1.0,accepted,400.0,400.0,0.0,False
P::J2305,J2305,J2305,exact_normalized_queue_id,1.0,accepted,139.0,139.0,0.0,False
P::J2306,J2306,J2306,exact_normalized_queue_id,0.9,accepted,150.0,150.0,0.0,False
P::J2307,J2307,J2307,exact_normalized_queue_id,1.0,accepted,130.0,130.0,0.0,False
P::J2308,J2308,J2308,exact_normalized_queue_id,1.0,accepted,35.0,35.0,0.0,False
P::J2309,J2309,J2309,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2310,J2310,J2310,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2311,J2311,J2311,exact_normalized_queue_id,1.0,accepted,145.0,145.0,0.0,False
P::J2312,J2312,J2312,exact_normalized_queue_id,1.0,accepted,47.9,47.9,0.0,False
P::J2313,J2313,J2313,exact_normalized_queue_id,1.0,accepted,80.0,80.0,0.0,False
P::J2314,J2314,J2314,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2315,J2315,J2315,exact_normalized_queue_id,1.0,accepted,75.3,75.3,0.0,False
P::J2316,J2316,J2316,exact_normalized_queue_id,1.0,accepted,77.5,77.5,0.0,False
P::J2317,J2317,J2317,exact_normalized_queue_id,1.0,accepted,225.0,225.0,0.0,False
P::J2318,J2318,J2318,exact_normalized_queue_id,0.9,accepted,75.0,75.0,0.0,False
P::J2319,J2319,J2319,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2320,J2320,J2320,exact_normalized_queue_id,1.0,accepted,40.0,40.0,0.0,False
P::J2321,J2321,J2321,exact_normalized_queue_id,0.9,accepted,180.0,180.0,0.0,False
P::J2322,J2322,J2322,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2323,J2323,J2323,exact_normalized_queue_id,1.0,accepted,145.0,145.0,0.0,False
P::J2324,J2324,J2324,exact_normalized_queue_id,0.9,accepted,35.0,35.0,0.0,False
P::J2325,J2325,J2325,exact_normalized_queue_id,1.0,accepted,175.0,175.0,0.0,False
P::J2326,J2326,J2326,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2327,J2327,J2327,exact_normalized_queue_id,1.0,accepted,300.0,300.0,0.0,False
P::J2328,J2328,J2328,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2329,J2329,J2329,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2330,J2330,J2330,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2331,J2331,J2331,exact_normalized_queue_id,1.0,accepted,127.0,127.0,0.0,False
P::J2332,J2332,J2332,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2333,J2333,J2333,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2334,J2334,J2334,exact_normalized_queue_id,1.0,accepted,195.0,195.0,0.0,False
P::J2335,J2335,J2335,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2336,J2336,J2336,exact_normalized_queue_id,0.9,accepted,125.0,125.0,0.0,False
P::J2337,J2337,J2337,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2338,J2338,J2338,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2339,J2339,J2339,exact_normalized_queue_id,1.0,accepted,125.0,125.0,0.0,False
P::J2340,J2340,J2340,exact_normalized_queue_id,1.0,accepted,43.0,43.0,0.0,False
P::J2341,J2341,J2341,exact_normalized_queue_id,1.0,accepted,75.0,75.0,0.0,False
P::J2342,J2342,J2342,exact_normalized_queue_id,1.0,accepted,230.0,230.0,0.0,False
P::J2343,J2343,J2343,exact_normalized_queue_id,1.0,accepted,130.0,130.0,0.0,False
P::J2344,J2344,J2344,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2345,J2345,J2345,exact_normalized_queue_id,1.0,accepted,150.0,150.0,0.0,False
P::J2346,J2346,J2346,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2347,J2347,J2347,exact_normalized_queue_id,1.0,accepted,40.0,40.0,0.0,False
P::J2348,J2348,J2348,exact_normalized_queue_id,1.0,accepted,225.0,225.0,0.0,False
P::J2349,J2349,J2349,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2350,J2350,J2350,exact_normalized_queue_id,1.0,accepted,115.5,115.5,0.0,False
P::J2351,J2351,J2351,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2352,J2352,J2352,exact_normalized_queue_id,1.0,accepted,118.0,118.0,0.0,False
P::J2353,J2353,J2353,exact_normalized_queue_id,1.0,accepted,190.0,190.0,0.0,False
P::J2354,J2354,J2354,exact_normalized_queue_id,1.0,accepted,65.0,65.0,0.0,False
P::J2355,J2355,J2355,exact_normalized_queue_id,1.0,accepted,70.0,70.0,0.0,False
P::J2356,J2356,J2356,exact_normalized_queue_id,0.9,accepted,200.0,200.0,0.0,False
P::J2357,J2357,J2357,exact_normalized_queue_id,1.0,accepted,200.0,200.0,0.0,False
P::J2358,J2358,J2358,exact_normalized_queue_id,1.0,accepted,113.98,113.98,0.0,False
P::J2359,J2359,J2359,exact_normalized_queue_id,1.0,accepted,58.5,58.5,0.0,False
P::J2360,J2360,J2360,exact_normalized_queue_id,1.0,accepted,90.0,90.0,0.0,False
P::J2361,J2361,J2361,exact_normalized_queue_id,1.0,accepted,105.0,105.0,0.0,False
P::J2362,J2362,J2362,exact_normalized_queue_id,1.0,accepted,100.0,100.0,0.0,False
P::J2363,J2363,J2363,exact_normalized_queue_id,1.0,accepted,226.0,226.0,0.0,False
P::J2364,J2364,J2364,exact_normalized_queue_id,1.0,accepted,175.0,175.0,0.0,False
P::J2365,J2365,J2365,exact_normalized_queue_id,1.0,accepted,115.0,115.0,0.0,False
P::J2366,J2366,J2366,exact_normalized_queue_id,1.0,accepted,160.0,160.0,0.0,False
P::J2367,J2367,J2367,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
P::J2368,J2368,J2368,exact_normalized_queue_id,1.0,accepted,250.0,250.0,0.0,False
