step,train_loss,val_loss,horizon_months
0.0,15392.600000000002,10264.633333333335,3.0
1.0,13949.100000000002,5840.66666666667,3.0
2.0,17405.300000000003,8793.56666666667,3.0
3.0,12220.0,12220.0,12.0
4.0,15392.600000000002,16978.350000000002,12.0
5.0,13949.100000000002,16081.466666666667,12.0
6.0,17405.300000000003,20016.100000000002,12.0
